ID,Latitude,Longitude,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm
SLD09792,18.646529,73.328203,0.082470782101154,0.0027490260700384,0.0424963496625423,0.0081271304793488,0.0,0.0,0.082470782101154,0.0,0.0,0.0424963496625423
SLD09793,12.865407,75.411853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09794,10.501162,76.471926,17.487794067710638,0.5829264689236879,1.9383022785186768,0.6435024581142882,2.044450268149376,2.628069128841161,17.487794067710638,0.3674250841140747,0.3674250841140747,1.9383022785186768
SLD09795,14.975028,74.200234,0.3133203554898495,0.0104440118496616,0.0262162741273641,0.0112201141397556,0.1593906302005049,0.2018545195460315,0.3133203554898495,0.0262162741273641,0.0262162741273641,0.0262162741273641
SLD09796,12.921955,76.18115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09797,17.716292,73.574889,0.6648920534644268,0.0221630684488142,0.0742540881037712,0.0312363902561501,0.0,0.0,0.6648920534644268,0.0,0.0,0.0742540881037712
SLD09798,11.094678,77.317072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09799,12.984618,76.092875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09800,9.738617,77.616076,15.595008835196497,0.5198336278398832,6.716221809387207,1.2020994280413109,2.6382450461387634,2.6382450461387634,15.595008835196497,0.5388636589050293,0.5388636589050293,6.716221809387207
SLD09801,8.603705,77.595025,1.4914216874167323,0.0497140562472244,1.0856096744537354,0.2088306517922816,0.0,0.0,1.4914216874167323,0.0,0.0,1.0856096744537354
SLD09802,11.542668,76.505987,2.129576973617077,0.0709858991205692,1.2895289659500122,0.2497367853818881,0.0,0.0,2.129576973617077,0.0,0.0,1.2895289659500122
SLD09803,15.701641,74.722447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09804,9.400239,77.168883,5.9451883509755135,0.1981729450325171,1.6374695301055908,0.3773457606341163,0.983683831989765,0.983683831989765,5.9451883509755135,0.6736180186271667,0.6736180186271667,1.6374695301055908
SLD09805,16.634591,74.323716,0.165009293705225,0.0055003097901741,0.033001858741045,0.0125093222730267,0.0,0.0,0.165009293705225,0.0,0.0,0.033001858741045
SLD09806,11.451128,76.196679,1.70488104224205,0.056829368074735,0.2123821824789047,0.0771268104205261,0.094815110787749,0.094815110787749,1.70488104224205,0.0189630221575498,0.0189630221575498,0.2123821824789047
SLD09807,9.129076,77.132299,4.074324153363705,0.1358108051121234,1.058362364768982,0.2410301488403002,1.2402135580778122,1.2402135580778122,4.074324153363705,0.4821807444095611,0.4821807444095611,1.058362364768982
SLD09808,9.777728,76.640425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLD09809,16.324407,73.505905,0.202065127668902,0.00673550425563,0.0365756787359714,0.0136476813742391,0.007674693595618,0.019186733989045,0.202065127668902,0.003837346797809,0.003837346797809,0.0365756787359714
