S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg,ID,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
35005,0,0,10.382698,76.957338,Western Ghats Region,Background / Unspecified,,,,,,,1092.0792236328125,19.488334061636053,SLD07806,5.555562308058143,0.1851854102686047,1.1122273206710815,0.3187515230516647,0.0,0.0,5.555562308058143,0.0,0.0,1.1122273206710815,0.7777733333333334,0.0943963942007068,0.5615,0.8735,15,0.312,8.0,0.0,23.3,33.6,29.6,37.3,1.0,5.1
3128,1,1,11.313611,76.648333,Tamil Nadu,Nilgiri,Kundah,Debris,Slide,,,,1934.71875,25.03404496409451,SLD03112,36.84940626099706,1.2283135420332352,13.177375793457031,2.523932670523972,3.192921072244644,4.99837327003479,36.84940626099706,1.398158073425293,1.398158073425293,13.177375793457031,0.773395238095238,0.0450655020630024,0.6641,0.8394,21,0.1753,9.0,0.0,27.4,33.5,29.3,35.6,1.04,5.5
39698,0,0,12.745893,75.579758,Western Ghats Region,Background / Unspecified,,,,,,,148.70883178710938,6.031305349880282,SLD12141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8168294117647059,0.0345229229046782,0.7556,0.8647,17,0.1090999999999999,2.0,0.0,24.2,52.9,15.9,18.1,1.19,5.4
7152,1,1,17.912117,73.76638333,Maharashtra,Satara,Mahabaleshwar,Lateritic soil,Slide,2017.0,,,1200.4200439453125,11.638200592887072,SLD06285,0.9796922653913488,0.0326564088463783,0.1062005087733268,0.0456169144971879,0.0,0.0,0.9796922653913488,0.0,0.0,0.1062005087733268,0.5957555555555555,0.0928420240942026,0.4439,0.7378,18,0.2939,9.0,0.0,23.3,32.3,25.1,23.7,1.24,6.0
3505,1,1,11.432222,76.738889,Tamil Nadu,Nilgiri,Udhagamandalam,Debris,Slide,,,,2180.279052734375,17.73361550011801,SLD03488,22.191168636083603,0.7397056212027867,9.381355285644531,1.9445877351807603,1.6188274919986725,1.6188274919986725,22.191168636083603,0.7512830495834351,0.7512830495834351,9.381355285644531,0.7435210526315789,0.0462072815203088,0.6295,0.8242,19,0.1947000000000001,2.0,0.0,22.9,37.2,25.4,42.5,1.01,5.5
3890,1,1,11.683056,75.943611,Kerala,Kozhikode,Vythiri,Debris,Flow,2007.0,,Padinjarethara forest,805.6980590820312,22.24596970347723,SLD03872,0.4346577776595945,0.0144885925886531,0.040860291570425,0.0177597930957603,0.1820783875882625,0.1820783875882625,0.4346577776595945,0.0364156775176525,0.0364156775176525,0.040860291570425,0.8068777777777778,0.0510097517269181,0.714,0.8709,18,0.1569,8.0,0.0,31.3,43.7,16.2,31.1,1.06,5.4
1518,1,1,10.05,76.87,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Aanachal,650.8512573242188,19.767526665030328,SLD01502,14.23712783306837,0.4745709277689457,7.572124481201172,1.3823064110374814,1.1243382412940262,1.1665250584483142,14.23712783306837,0.2051804661750793,0.2051804661750793,7.572124481201172,0.7580571428571429,0.0476974392843653,0.625,0.8122,14,0.1872,8.0,0.0,27.3,32.8,22.0,30.1,1.12,5.3
38879,0,0,18.136019,73.727581,Western Ghats Region,Background / Unspecified,,,,,,,812.344482421875,20.54368196957318,SLD11393,0.0799504574388264,0.0026650152479608,0.0159900914877653,0.0060610285367612,0.0,0.0,0.0799504574388264,0.0,0.0,0.0159900914877653,0.6218444444444445,0.1258804345037371,0.468,0.8384,18,0.3704,12.0,0.0,37.0,27.1,19.0,18.3,1.34,6.2
5753,1,1,13.88,75.14,Karnataka,Shivamoga,Hosanagara,Debris,Slide,2020.0,,Alagaru,647.5252685546875,5.533502160310335,SLD04888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70246875,0.0493353249879502,0.6158,0.786,16,0.1702,8.0,0.0,15.3,47.2,23.4,20.4,1.3,6.3
140,1,1,9.53,77.4,Tamil Nadu,Theni,Andipatti,Soil,Slide,,,,1802.7828369140625,30.09884127604323,SLD00138,9.764583677053452,0.3254861225684484,1.639151096343994,0.4550829243384255,1.120093762874603,1.120093762874603,9.764583677053452,0.2240187525749206,0.2240187525749206,1.639151096343994,0.8305866666666667,0.0622497259508214,0.7088,0.9237,15,0.2148999999999999,2.0,0.0,28.8,30.1,25.5,59.0,0.96,5.3
41769,0,0,10.225261,77.408726,Western Ghats Region,Background / Unspecified,,,,,,,2454.657470703125,7.217926287940093,SLD14054,17.81241440679878,0.5937471468932927,11.93014907836914,2.1959994270550616,0.0,0.0,17.81241440679878,0.0,0.0,11.93014907836914,0.778815,0.0604071995970504,0.5959,0.9011,20,0.3052,2.0,0.0,27.1,31.3,25.4,64.6,1.02,5.2
39104,0,0,10.333735,77.269514,Western Ghats Region,Background / Unspecified,,,,,,,643.1632080078125,29.55433632053304,SLD11593,16.39013797044754,0.5463379323482513,8.701068878173828,1.7081820452299503,0.578736364841461,0.578736364841461,16.39013797044754,0.1157472729682922,0.1157472729682922,8.701068878173828,0.6910052631578947,0.1159764127057461,0.3405,0.8564,19,0.5159,8.0,0.0,21.4,44.9,19.5,27.1,1.23,6.1
2170,1,1,10.285889,77.3945,Tamil Nadu,Dindigul,Kodaikanal,Debris,Slide,,,,1799.7615966796875,28.09970472544185,SLD02154,14.735069364309313,0.4911689788103103,10.85354995727539,1.9831617887878057,0.0,0.0,14.735069364309313,0.0,0.0,10.85354995727539,0.6181,0.0634741004549999,0.4881,0.6868,15,0.1987,10.0,0.0,21.0,33.6,31.4,30.9,1.1,5.5
5119,1,1,13.11,74.96,Karnataka,Dakshin Kannada,Moodubidire,Soil,Slide,,,Kadandale,100.15010833740234,14.477523901047157,SLD04299,0.2762425690889355,0.0092080856362978,0.0552485138177871,0.0209418951179532,0.2762425690889355,0.2762425690889355,0.2762425690889355,0.0552485138177871,0.0552485138177871,0.0552485138177871,0.7385533333333334,0.0563144471017957,0.6693,0.8388,15,0.1694999999999999,14.0,0.0,33.7,48.8,12.1,21.6,1.2,5.4
3695,1,1,11.541972,76.000389,Kerala,Wayanad,Vythiri,Debris,Flow,,,50Acre,990.1104736328124,15.208234585271954,SLD03677,3.191845715045929,0.1063948571681976,2.501986026763916,0.453785317560296,0.2476728335022925,0.2476728335022925,3.191845715045929,0.0495345667004585,0.0495345667004585,2.501986026763916,0.8304866666666667,0.0383931702755779,0.7262,0.8775,15,0.1513,2.0,0.0,25.2,43.6,21.9,35.8,1.03,5.3
6373,1,1,15.149139,74.445389,Karnataka,Uttar Kannada,Supa,Debris,Slide,,,"0.5 km N of Devulli, SH 34",581.6101684570312,19.357525387721903,SLD05506,0.0981758069247004,0.00327252689749,0.0196351613849401,0.0074426887156395,0.0,0.0,0.0981758069247004,0.0,0.0,0.0196351613849401,0.7252875,0.0784324327048447,0.5292,0.8358,16,0.3066,2.0,0.0,18.0,47.9,18.4,21.6,1.25,5.5
3345,1,1,11.361944,76.078469,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015.0,,Manjakadavu,335.0584716796875,28.376340894429788,SLD03328,15.853044375777245,0.5284348125259082,10.200682640075684,1.8423982192466,2.2436367720365524,2.2436367720365524,15.853044375777245,1.1074775457382202,1.1074775457382202,10.200682640075684,0.82923125,0.0342350447884425,0.7723,0.8906,16,0.1182999999999999,2.0,0.0,28.0,49.5,13.4,28.8,1.06,5.4
40679,0,0,11.788374,75.838559,Western Ghats Region,Background / Unspecified,,,,,,,781.4353637695312,7.846862861836875,SLD13048,4.325544610619545,0.1441848203539848,0.2481245696544647,0.0775368986589024,1.5295651257038114,1.962978541851044,4.325544610619545,0.2481245696544647,0.2481245696544647,0.2481245696544647,0.8365588235294118,0.0324264178337572,0.7773,0.8959,17,0.1186,2.0,0.0,27.2,44.1,15.7,24.2,1.12,5.4
36706,0,0,17.949255,73.419698,Western Ghats Region,Background / Unspecified,,,,,,,86.66971588134766,5.182168077628392,SLD09384,0.7776336371898647,0.0259211212396621,0.0921747684478759,0.0382330230261721,0.0,0.0,0.7776336371898647,0.0,0.0,0.0921747684478759,0.6153944444444445,0.1742249542206931,0.3795,0.9095,18,0.53,4.0,0.0,30.8,27.0,28.8,19.1,1.37,6.0
525,1,1,9.860469,77.113791,Kerala,Idukki,Udumbanchola,Debris,Flow,,,Kattakkala,940.0188598632812,31.30728134524031,SLD00523,0.498562753200531,0.0166187584400177,0.0997125506401062,0.0377959447802634,0.0,0.0,0.498562753200531,0.0,0.0,0.0997125506401062,0.8472789473684211,0.034685997478127,0.7687,0.8996,19,0.1308999999999999,8.0,0.0,31.2,33.5,24.1,29.4,1.12,5.3
36860,0,0,15.295482,74.600845,Western Ghats Region,Background / Unspecified,,,,,,,480.4421691894531,6.804069999846221,SLD09527,0.1496645715087645,0.0049888190502921,0.0246331971138715,0.0091496326402892,0.0105994343757628,0.026498585939407,0.1496645715087645,0.0052997171878814,0.0052997171878814,0.0246331971138715,0.7116722222222223,0.1036525463241358,0.4914,0.8309,18,0.3394999999999999,4.0,0.0,18.1,45.5,17.6,16.2,1.3,5.8
2885,1,1,11.040144,76.431199,Kerala,Palakkad,Mannarkad,Debris,Slide,,,Puthuvapadam slide II,108.45136260986328,12.082147605355722,SLD02869,1.5020272135734558,0.0500675737857818,0.1690768152475357,0.0659526825027107,0.1327907294034954,0.1327907294034954,1.5020272135734558,0.0265581458806991,0.0265581458806991,0.1690768152475357,0.81651875,0.0502039868104781,0.7399,0.9137,16,0.1737999999999999,8.0,0.0,20.9,43.9,21.3,26.8,1.16,5.4
37283,0,0,9.247572,76.729703,Western Ghats Region,Background / Unspecified,,,,,,,44.335723876953125,7.961556381290115,SLD09918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7863399999999999,0.0324538309426967,0.7198,0.8416,15,0.1218,8.0,0.0,25.7,39.0,21.4,24.1,1.18,5.4
35583,0,0,9.521049,76.992556,Western Ghats Region,Background / Unspecified,,,,,,,698.091064453125,21.637991003786816,SLD08336,4.642886333167553,0.1547628777722517,2.791051149368286,0.5655371814515321,0.0,0.0,4.642886333167553,0.0,0.0,2.791051149368286,0.8323733333333333,0.0495292765755289,0.7416,0.9098,15,0.1682,8.0,0.0,25.1,30.0,30.0,43.5,1.1,5.3
40678,0,0,9.392966,76.532598,Western Ghats Region,Background / Unspecified,,,,,,,8.149559020996094,2.822793624102659,SLD13047,3.365525245666504,0.1121841748555501,2.9811551570892334,0.5463820743194779,0.0,0.0,3.365525245666504,0.0,0.0,2.9811551570892334,0.68328,0.026326716468257,0.6468,0.7277,15,0.0808999999999999,14.0,0.0,28.2,29.5,30.5,26.1,1.2,5.4
3103,1,1,11.302222,76.647778,Tamil Nadu,Nilgiri,Kundah,Debris,Slide,,,,1835.0289306640625,21.86760213390616,SLD03087,36.84940626099706,1.2283135420332352,13.177375793457031,2.523932670523972,3.192921072244644,4.99837327003479,36.84940626099706,1.398158073425293,1.398158073425293,13.177375793457031,0.8030222222222222,0.0372071870912304,0.7384,0.9094,18,0.171,8.0,0.0,26.3,30.6,31.2,31.2,1.04,5.6
40061,0,0,9.083834,76.511392,Western Ghats Region,Background / Unspecified,,,,,,,5.787773609161377,3.772927666417444,SLD12470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6907052631578947,0.0716271012775674,0.6087,0.892,19,0.2833,14.0,0.0,25.5,32.3,24.0,34.0,1.2,5.4
2997,1,1,11.211389,76.643889,Tamil Nadu,Nilgiri,Kundah,Debris,Slide,,,,1817.84814453125,29.825415596895866,SLD02981,54.699962824583054,1.8233320941527684,15.801653861999512,3.290849775177749,4.991289645433426,10.877372711896896,54.699962824583054,1.5421310663223269,1.630002737045288,15.801653861999512,0.803425,0.0422395576121806,0.7475,0.8549,12,0.1073999999999999,8.0,0.0,29.9,32.7,25.8,30.7,1.05,5.4
34276,0,0,11.62188,76.585665,Western Ghats Region,Background / Unspecified,,,,,,,945.7091064453124,2.5619104270771764,SLD07136,2.308894831687212,0.0769631610562404,1.525717854499817,0.2921887314333837,0.0,0.0,2.308894831687212,0.0,0.0,1.525717854499817,0.7234,0.1390022481832579,0.4169,0.8709,17,0.454,4.0,0.0,26.0,39.2,21.2,18.1,1.2,5.9
7449,1,1,18.33,73.68,Maharashtra,Pune,Velhe,Rock,Slide,,,Pabe-3,900.3155517578125,34.55127384520513,SLD06546,0.010699479607865,0.0003566493202621,0.002139895921573,0.0008111254558034,0.0,0.0,0.010699479607865,0.0,0.0,0.002139895921573,0.5146882352941177,0.1437760884255138,0.3797,0.8365,17,0.4568,12.0,0.0,26.1,31.7,22.8,21.3,1.3,6.1
7545,1,1,18.38,73.78,Maharashtra,Pune,Haveli,Rock,Slide,,,Sinhagad ghat-5,781.7459716796875,27.322459677147343,SLD06639,0.0334305723663415,0.0011143524122113,0.005306486506015,0.0019744700107282,0.0068981398362665,0.0068981398362665,0.0334305723663415,0.0013796279672533,0.0013796279672533,0.005306486506015,0.5506315789473684,0.2102616836564262,0.3412,0.985,19,0.6437999999999999,12.0,0.0,27.1,30.3,16.6,19.9,1.35,6.5
3363,1,1,11.369444,76.748889,Tamil Nadu,Nilgiri,Coonoor,Debris,Subsidence,,,,2038.9638671875,14.33008921948349,SLD03346,75.36964726448059,2.5123215754826864,37.99591064453125,6.8683891284044565,9.87416249513626,17.1105078458786,75.36964726448059,4.684879302978516,4.684879302978516,37.99591064453125,0.7719611111111111,0.0500588023509398,0.6566,0.8463,18,0.1897000000000001,9.0,0.0,24.0,37.6,26.8,35.2,1.08,5.9
35099,0,0,15.943821,74.43426,Western Ghats Region,Background / Unspecified,,,,,,,813.6630249023438,6.888049091678124,SLD07892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5259235294117647,0.1248787738639545,0.3948,0.8089,17,0.4140999999999999,12.0,0.0,22.0,39.0,17.1,14.1,1.3,6.1
6232,1,1,14.71,74.81,Karnataka,Uttara Kannada,Sirsi,Debris,Slide,2019.0,,"Kerekoppa, Agsale village",492.1599426269531,7.531042941838328,SLD05366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7298722222222223,0.0648608810369461,0.6258,0.882,18,0.2562,8.0,0.0,15.9,47.6,24.1,16.5,1.26,5.6
2054,1,1,10.249944,77.491806,Tamil Nadu,Dindigul,Kodaikanal,Debris,Slide,,,,2113.243896484375,29.60313398522233,SLD02038,13.06165111064911,0.4353883703549703,9.82981300354004,1.814160948964007,0.0,0.0,13.06165111064911,0.0,0.0,9.82981300354004,0.5819,0.0626861774405272,0.39,0.6943,20,0.3043,10.0,0.0,29.2,32.8,26.2,38.9,1.14,5.5
34962,0,0,11.372568,77.222268,Western Ghats Region,Background / Unspecified,,,,,,,274.13262939453125,1.1490020229061142,SLD07768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4406363636363636,0.081971746267523,0.3111,0.5546,22,0.2435,12.0,0.0,18.7,38.2,23.2,16.6,1.42,7.6
40994,0,0,10.012331,76.520231,Western Ghats Region,Background / Unspecified,,,,,,,33.07210922241211,1.4292407521799149,SLD13343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344933333333333,0.0483419880592824,0.6305,0.8003,15,0.1698,14.0,0.0,24.7,38.4,23.4,22.7,1.2,5.2
41298,0,0,10.996827,76.548651,Western Ghats Region,Background / Unspecified,,,,,,,93.5,0.0,SLD13621,11.183781586587427,0.3727927195529143,2.745125532150269,0.6416357315025237,1.7915757372975347,2.275495402514934,11.183781586587427,0.2948662638664245,0.2948662638664245,2.745125532150269,0.2628153846153846,0.0859179535579714,0.1355,0.438,13,0.3025,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
6647,1,1,16.56,73.828,Maharashtra,Sindhudurg,Vaibhavvadi,Debris,Slide,2016.0,,,374.7079162597656,29.798106843744893,SLD05780,0.550558920949697,0.0183519640316565,0.0659739598631858,0.027164706480555,0.0,0.0,0.550558920949697,0.0,0.0,0.0659739598631858,0.7719375,0.0710893322986414,0.6743,0.9332,16,0.2589,9.0,0.0,27.6,28.1,22.5,22.8,1.29,6.0
39470,0,0,10.324357,76.786633,Western Ghats Region,Background / Unspecified,,,,,,,858.1029052734375,4.535405588233566,SLD11932,6.658580996096134,0.2219526998698711,2.2474961280822754,0.4775732930324047,0.3114399984478946,0.3114399984478946,6.658580996096134,0.1981890946626663,0.1981890946626663,2.2474961280822754,0.8334307692307692,0.0387817264661116,0.7949,0.9295,13,0.1345999999999999,2.0,0.0,25.7,39.2,22.5,27.8,1.1,5.1
4993,1,1,13.074591,75.449367,Karnataka,Dakshin Kannada,Beltangadi,Debris,Slide,,,North East of Nadumane,367.5578002929688,14.60696871753164,SLD04173,0.081274324911646,0.0027091441637215,0.0145099107176065,0.0054066625855309,0.0760394621174779,0.081274324911646,0.081274324911646,0.0145099107176065,0.0145099107176065,0.0145099107176065,0.8203666666666667,0.0301841175518011,0.7647,0.868,15,0.1032999999999999,2.0,0.0,27.7,49.2,14.2,28.5,1.1,5.4
41201,0,0,12.338609,76.280368,Western Ghats Region,Background / Unspecified,,,,,,,774.4307861328125,0.3211116284577355,SLD13531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5992055555555555,0.0944109507121874,0.4272,0.7503,18,0.3230999999999999,12.0,0.0,23.5,41.0,20.0,13.8,1.35,6.9
34689,0,0,13.976512,74.977059,Western Ghats Region,Background / Unspecified,,,,,,,557.0,0.0,SLD07513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1915,0.1666493970539993,-0.178,0.4538,14,0.6317999999999999,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,1,1,11.326111,76.075639,Kerala,Kozhikode,Thamarassery,Debris,Flow,,,Koodaranji Village,80.23863220214844,7.383598639464728,SLD03159,15.853044375777245,0.5284348125259082,10.200682640075684,1.8423982192466,2.2436367720365524,2.2436367720365524,15.853044375777245,1.1074775457382202,1.1074775457382202,10.200682640075684,0.7223117647058823,0.0671888651708091,0.6162,0.8297,17,0.2135,8.0,0.0,27.3,49.8,13.7,27.8,1.2,5.6
41843,0,0,18.06431,73.540323,Western Ghats Region,Background / Unspecified,,,,,,,113.35765838623048,21.293942183301976,SLD14123,0.6697181798517698,0.0223239393283923,0.0901155099272728,0.0348681263380057,0.0,0.0,0.6697181798517698,0.0,0.0,0.0901155099272728,0.6351764705882353,0.140560456429839,0.4422,0.866,17,0.4238,12.0,0.0,34.3,25.4,24.0,19.8,1.35,6.1
38587,0,0,10.460652,77.510428,Western Ghats Region,Background / Unspecified,,,,,,,310.81689453125,0.9359822930102591,SLD11124,4.056060492992401,0.13520201643308,3.5145835876464844,0.6395728554366823,0.0,0.0,4.056060492992401,0.0,0.0,3.5145835876464844,0.3906277777777778,0.0849575382214762,0.2934,0.6363,18,0.3429,13.0,0.0,24.1,43.7,18.2,11.6,1.42,7.0
2663,1,1,10.547612,76.664617,Kerala,Palakkad,Chittur,Rock,Slide,,,,721.6593017578125,33.33028999670619,SLD02647,46.38819694519043,1.5462732315063477,4.178164958953857,1.235343857022714,5.209374964237213,11.442402005195618,46.38819694519043,0.7816526293754578,0.8562718629837036,4.178164958953857,0.6730941176470588,0.1599935212383154,0.4241,0.8691,17,0.445,8.0,0.0,24.7,39.1,18.6,30.3,1.14,5.2
37810,0,0,9.744079,76.914291,Western Ghats Region,Background / Unspecified,,,,,,,897.482666015625,17.86208758227709,SLD10404,5.494642108678818,0.1831547369559606,2.753414392471313,0.5958019505332095,0.0,0.0,5.494642108678818,0.0,0.0,2.753414392471313,0.8231266666666667,0.0458863108542136,0.7537,0.9335,15,0.1797999999999999,8.0,0.0,29.4,33.8,27.5,30.9,1.04,5.1
34234,0,0,11.058818,76.090986,Western Ghats Region,Background / Unspecified,,,,,,,49.59459686279297,9.549681431838176,SLD07100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6782928571428571,0.0738838846203514,0.562,0.7959,14,0.2339,14.0,0.0,24.9,52.2,16.5,21.4,1.23,5.4
37927,0,0,16.896834,73.45373,Western Ghats Region,Background / Unspecified,,,,,,,209.35055541992188,2.550568585153291,SLD10514,0.1983975432813165,0.0066132514427105,0.0396795086562633,0.0150404789412426,0.0,0.0,0.1983975432813165,0.0,0.0,0.0396795086562633,0.606125,0.1038299731933574,0.4641,0.8139,16,0.3497999999999999,9.0,0.0,20.3,33.4,23.4,17.8,1.44,6.1
39282,0,0,10.396432,76.141799,Western Ghats Region,Background / Unspecified,,,,,,,5.727731227874756,6.838301538863193,SLD11761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7059,0.0602301859047242,0.5822,0.8207,18,0.2384999999999999,14.0,0.0,22.6,40.4,20.8,25.0,1.2,5.3
5775,1,1,13.89,74.83,Karnataka,Udupi,Bainduru,Debris,Slide,,,Nagodi- Kollur road,309.6425170898437,39.41986179616562,SLD04910,1.0812557209283111,0.036041857364277,0.1601389646530151,0.0584673200736641,0.0693759229034185,0.0693759229034185,1.0812557209283111,0.0138751845806837,0.0138751845806837,0.1601389646530151,0.85158,0.0717345822160712,0.6142,0.9489,15,0.3347,2.0,0.0,21.1,44.3,22.2,28.2,1.2,5.6
2658,1,1,10.542128,76.666089,Kerala,Palakkad,Chittur,Rock,Slide,,,,622.0350341796875,42.59835188906016,SLD02642,46.38819694519043,1.5462732315063477,4.178164958953857,1.235343857022714,5.209374964237213,11.442402005195618,46.38819694519043,0.7816526293754578,0.8562718629837036,4.178164958953857,0.7885764705882352,0.072822914743676,0.6544,0.8767,17,0.2223,8.0,0.0,24.2,43.3,17.6,27.8,1.12,5.2
5184,1,1,13.13935,75.636272,Karnataka,Chikmagalur,Mudigere,Debris,Slide,,,MudigereTattakola road section,929.0650024414062,4.4896393056736,SLD04364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7941733333333333,0.0361544794036974,0.7124,0.8613,15,0.1488999999999999,8.0,0.0,24.3,42.6,19.9,19.2,1.14,5.4
255,1,1,9.747819,76.865615,Kerala,Idukki,Thodupuzha,Debris,Flow,,,Idadu,465.1573791503906,27.809114972979685,SLD00253,3.1375723630189896,0.1045857454339663,2.55903697013855,0.4656824508355633,0.0,0.0,3.1375723630189896,0.0,0.0,2.55903697013855,0.8315,0.0137187827448356,0.8138,0.8577,13,0.0439,8.0,0.0,24.9,32.3,27.6,32.8,1.1,5.1
6062,1,1,14.304397,74.486889,Karnataka,Uttar Kannada,Honavar,Debris,Slide,,,,25.598779678344727,17.870083680641237,SLD05196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032499999999999,0.0545353830095654,0.6102,0.8208,16,0.2106,8.0,0.0,16.1,48.0,22.0,26.4,1.24,5.5
3770,1,1,11.558333,76.0375,Kerala,Wayanad,Vythiri,Rock,Slide,,,Vythiri 1,744.657470703125,25.861509131017485,SLD03752,11.807278610765934,0.3935759536921978,8.421466827392578,1.5197416830198434,1.0407045930624006,1.4039707556366916,11.807278610765934,0.1597054302692413,0.1597054302692413,8.421466827392578,0.67634375,0.0461031447770467,0.57,0.7724,16,0.2024,8.0,0.0,29.3,44.6,16.6,22.4,1.16,5.3
35596,0,0,13.643352,75.727759,Western Ghats Region,Background / Unspecified,,,,,,,686.258056640625,1.431143186406058,SLD08348,0.0134764658287164,0.0004492155276238,0.0026952931657433,0.0010216482379107,0.0,0.0,0.0134764658287164,0.0,0.0,0.0026952931657433,0.6418066666666667,0.1335538279211081,0.4396,0.844,15,0.4044,4.0,0.0,17.5,41.7,19.6,17.0,1.32,6.3
262,1,1,9.754167,76.863333,Kerala,Idukki,Thodupuzha,Debris,Slide,,,Idadu,449.9202880859375,31.41168944982509,SLD00260,3.1375723630189896,0.1045857454339663,2.55903697013855,0.4656824508355633,0.0,0.0,3.1375723630189896,0.0,0.0,2.55903697013855,0.8434866666666667,0.0175519582410407,0.8131,0.8723,15,0.0591999999999999,8.0,0.0,26.1,36.2,27.6,32.9,1.1,5.1
6179,1,1,14.577564,74.557517,Karnataka,Uttar Kannada,Kumta,Soil,Slide,,,Nagagadde,165.0004425048828,9.617596999989455,SLD05313,0.4248980898410079,0.0141632696613669,0.0649338960647583,0.0242638249954445,0.364760924130678,0.4248980898410079,0.4248980898410079,0.0649338960647583,0.0649338960647583,0.0649338960647583,0.7924117647058824,0.0325848676986907,0.7281,0.8491,17,0.121,8.0,0.0,16.9,43.7,23.7,21.8,1.23,5.4
35613,0,0,16.341504,73.598581,Western Ghats Region,Background / Unspecified,,,,,,,118.6020736694336,4.206595988311336,SLD08365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66543125,0.0953303919272338,0.543,0.8607,16,0.3177,9.0,0.0,22.8,31.8,24.3,20.0,1.3,5.8
34909,0,0,14.526554,74.592232,Western Ghats Region,Background / Unspecified,,,,,,,493.5425415039063,3.421366361797733,SLD07720,0.7191299484111362,0.0239709982803712,0.0842714831233024,0.0311903337982166,0.5073837786912914,0.6364233233034606,0.7191299484111362,0.0842714831233024,0.0842714831233024,0.0842714831233024,0.8021600000000001,0.0543567816770429,0.7011,0.9706,15,0.2695000000000001,2.0,0.0,15.5,45.9,21.8,23.5,1.28,5.5
6145,1,1,14.517317,74.409617,Karnataka,Uttar Kannada,Kumta,Debris,Slide,,,,58.98138046264648,4.123868229793313,SLD05279,0.129115208983421,0.0043038402994473,0.0258230417966842,0.0097881987326612,0.129115208983421,0.129115208983421,0.129115208983421,0.0258230417966842,0.0258230417966842,0.0258230417966842,0.7264764705882353,0.0709748857819771,0.5913,0.86,17,0.2686999999999999,8.0,0.0,23.1,44.7,19.5,21.7,1.3,5.6
41855,0,0,18.831422,73.421898,Western Ghats Region,Background / Unspecified,,,,,,,654.5,9.451255205971904,SLD14135,0.1997982766479252,0.0066599425549308,0.0578415729105472,0.0144381482943422,0.0,0.0,0.1997982766479252,0.0,0.0,0.0578415729105472,0.4905176470588235,0.1487597107556936,0.2372,0.8081,17,0.5709000000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5249,1,1,13.160694,75.43555556,Karnataka,Ckikkamagaluru,Mudigere,Debris,Slide,,,,974.13623046875,33.488531970526466,SLD04429,0.0274394080042834,0.0009146469334761,0.0034014924895018,0.0013711118444918,0.0211802406702187,0.0274394080042834,0.0274394080042834,0.0034014924895018,0.0034014924895018,0.0034014924895018,0.8276944444444445,0.0271988423677147,0.7795,0.8691,18,0.0896,8.0,0.0,26.5,39.7,20.7,32.7,1.06,5.4
38300,0,0,18.330686,73.731668,Western Ghats Region,Background / Unspecified,,,,,,,1171.8876953125,25.38358819946269,SLD10855,0.018328101141378,0.0006109367047126,0.0036656202282756,0.0013894497617794,0.0,0.0,0.018328101141378,0.0,0.0,0.0036656202282756,0.4641875,0.1927943217524831,0.2832,0.8583,16,0.5751,12.0,0.0,25.8,32.0,23.4,23.7,1.25,5.9
