S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name,Elevation_m,Slope_deg,ID,rainfall_total_30d_mm,rainfall_mean_daily_mm,rainfall_max_daily_mm,rainfall_std_daily_mm,rainfall_7d_mm,rainfall_15d_mm,rainfall_30d_mm,rainfall_max_7d_mm,rainfall_max_15d_mm,rainfall_max_30d_mm,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range,Land_Cover_Type,Land_Cover_QC,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
38467,0,0,15.258898,74.554869,Western Ghats Region,Background / Unspecified,,,,,,,499.318359375,0.8606874781845611,SLD11011,0.3995319918030868,0.0133177330601028,0.0484152361750602,0.0188560112968672,0.0728056915104388,0.1523522604256868,0.3995319918030868,0.0265155229717493,0.0265155229717493,0.0484152361750602,0.7765529411764706,0.0665785918825174,0.6274,0.8578,17,0.2304,5.0,0.0,15.7,45.3,21.3,19.0,1.31,5.7
36636,0,0,15.473785,74.141458,Western Ghats Region,Background / Unspecified,,,,,,,33.681602478027344,6.20028638424234,SLD09317,0.050809746608138,0.0016936582202712,0.0101619493216276,0.0038518769498369,0.050809746608138,0.050809746608138,0.050809746608138,0.0101619493216276,0.0101619493216276,0.0101619493216276,0.747625,0.058183474171509,0.6172,0.8318,16,0.2146,8.0,0.0,19.5,34.7,24.5,17.2,1.3,5.5
5367,1,1,13.262025,75.129508,Karnataka,Dakshin Kannada,Karkal,Debris,Slide,,,Near Mulluru,379.7523193359375,40.85072326175042,SLD04547,4.025402009487152,0.134180066982905,1.2520536184310913,0.2236617041262984,1.214148715138435,1.5457757189869876,4.025402009487152,0.1986128091812133,0.1986128091812133,1.2520536184310913,0.8236857142857142,0.0235177136886827,0.7742,0.8679,14,0.0937,2.0,0.0,21.9,50.5,17.6,25.0,1.12,5.4
34233,0,0,13.603256,75.174601,Western Ghats Region,Background / Unspecified,,,,,,,638.7601928710938,10.206350299607488,SLD07099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74531875,0.0277353978097784,0.6854,0.784,16,0.0986,8.0,0.0,19.6,48.1,17.9,25.4,1.18,5.4
3339,1,1,11.359794,76.060058,Kerala,Kozhikode,Thamarassery,Debris,Slide,2015.0,,Kuliramutti,91.90995025634766,20.325472347117856,SLD03322,6.958966843783855,0.2319655614594618,2.6804373264312744,0.4873530191371951,0.8076023682951926,0.8076023682951926,6.958966843783855,0.3823743760585785,0.3823743760585785,2.6804373264312744,0.8085,0.0468324006431444,0.6784,0.8744,17,0.1959999999999999,8.0,0.0,27.4,48.5,15.6,28.1,1.1,5.4
7703,1,1,18.7,73.46,Maharashtra,Pune,Mawal,Debris,Slide,,,-,665.6476440429688,14.730986421579544,SLD06797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560875,0.1331049034909433,0.3912,0.803,16,0.4118,12.0,0.0,39.2,25.6,15.9,18.8,1.36,6.3
35742,0,0,16.668426,73.648216,Western Ghats Region,Background / Unspecified,,,,,,,83.64463806152344,6.9388645473569,SLD08486,0.156095419079065,0.0052031806359688,0.031219083815813,0.0118335631815468,0.0,0.0,0.156095419079065,0.0,0.0,0.031219083815813,0.6639277777777778,0.1262931361627782,0.508,0.865,18,0.357,9.0,0.0,23.4,32.2,21.9,18.0,1.38,6.1
39147,0,0,16.31447,74.615462,Western Ghats Region,Background / Unspecified,,,,,,,730.7603759765625,4.907763129023347,SLD11633,0.008301277994178,0.0002767092664726,0.0016602555988356,0.000629318260659,0.0033205111976712,0.008301277994178,0.008301277994178,0.0016602555988356,0.0016602555988356,0.0016602555988356,0.3332,0.0811265472374281,0.2412,0.5037,19,0.2625,12.0,0.0,23.2,36.7,21.2,12.3,1.35,6.9
37083,0,0,11.344855,76.489515,Western Ghats Region,Background / Unspecified,,,,,,,1342.9473876953125,38.32698860903714,SLD09733,13.537736594676971,0.4512578864892324,4.229079246520996,0.9452348855019652,0.5843380987644194,0.908182233572006,13.537736594676971,0.4885066449642181,0.4885066449642181,4.229079246520996,0.7776714285714286,0.0708090544902429,0.6902,0.9846,14,0.2944,2.0,0.0,23.7,34.9,27.3,30.2,1.13,5.4
2251,1,1,10.306778,76.744869,Kerala,Thrissur,Chalakkudy,Debris,Slide,,,Chalakudy-Malakkapara road slide 6,803.693359375,37.26532212880164,SLD02235,9.838408065959811,0.3279469355319937,2.925994873046875,0.6839609755712518,0.667229514569044,0.7597670387476682,9.838408065959811,0.2595162093639374,0.2595162093639374,2.925994873046875,0.7619083333333334,0.0701241037321863,0.6324,0.8715,12,0.2391000000000001,2.0,0.0,27.0,39.5,22.1,39.4,1.1,5.2
36814,0,0,8.880003,77.439677,Western Ghats Region,Background / Unspecified,,,,,,,137.0338592529297,5.335202357460715,SLD09485,2.6733691263943906,0.0891123042131463,1.8323991298675537,0.3380943838377657,1.946546979248524,1.946546979248524,2.6733691263943906,1.8323991298675537,1.8323991298675537,1.8323991298675537,0.546805,0.0800654171681868,0.4137,0.6967,20,0.283,12.0,0.0,26.1,40.4,18.4,16.1,1.42,6.2
40826,0,0,18.373725,73.611428,Western Ghats Region,Background / Unspecified,,,,,,,635.0,0.0,SLD13185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12384375,0.1607385246033653,-0.041,0.5305,16,0.5715,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37909,0,0,10.723384,77.058532,Western Ghats Region,Background / Unspecified,,,,,,,327.9155578613281,1.886617132604964,SLD10497,0.970779350027442,0.0323593116675814,0.3487879037857055,0.0744223109957519,0.0,0.0,0.970779350027442,0.0,0.0,0.3487879037857055,0.5706133333333334,0.1050389170509582,0.4033,0.7267,15,0.3234,12.0,0.0,18.2,45.8,14.6,14.4,1.42,7.0
35488,0,0,16.658469,74.351019,Western Ghats Region,Background / Unspecified,,,,,,,547.4229125976562,0.7119126584958531,SLD08247,0.1098308712244029,0.0036610290408134,0.0219661742448806,0.0083262568599786,0.0,0.0,0.1098308712244029,0.0,0.0,0.0219661742448806,0.5624294117647058,0.0748638244139474,0.4379,0.6595,17,0.2215999999999999,12.0,0.0,19.8,36.4,16.1,10.2,1.48,6.7
1403,1,1,10.03,76.92,Kerala,Idukki,Devikulam,Debris,Slide,2018.0,,Aaram mile,880.9323120117188,19.731268875835788,SLD01387,8.253271531313658,0.2751090510437886,4.423166751861572,0.8274704984102939,0.1672181859612465,0.1672181859612465,8.253271531313658,0.0334436371922493,0.0334436371922493,4.423166751861572,0.7378368421052631,0.1022131444608999,0.5858,0.9131,19,0.3273,8.0,0.0,27.0,34.4,25.0,33.0,1.04,5.3
40008,0,0,11.064179,75.878599,Western Ghats Region,Background / Unspecified,,,,,,,5.5998406410217285,7.715837057695099,SLD12423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776388888888889,0.0673513102094391,0.6324,0.9249,18,0.2925000000000001,9.0,0.0,27.0,50.8,14.5,20.5,1.23,5.4
40729,0,0,9.17236,76.999562,Western Ghats Region,Background / Unspecified,,,,,,,199.3726501464844,11.908893223881412,SLD13096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81611875,0.0630042984644699,0.706,0.9024,16,0.1964,2.0,0.0,28.4,38.2,18.8,23.9,1.16,5.2
36624,0,0,13.079318,75.018226,Western Ghats Region,Background / Unspecified,,,,,,,118.93378448486328,2.508141470370441,SLD09306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716625,0.0741976358563172,0.5743,0.8114,16,0.2370999999999999,14.0,0.0,32.5,48.7,11.2,21.1,1.23,5.6
6311,1,1,14.910767,74.098519,Karnataka,Uttar Kannada,Karwar,Debris,Slide,,,,20.42604637145996,9.376851451725866,SLD05445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7363133333333334,0.1055694955039209,0.5043,0.9299,15,0.4256,8.0,0.0,19.3,41.9,21.4,19.0,1.35,5.7
37171,0,0,13.556108,75.570343,Western Ghats Region,Background / Unspecified,,,,,,,660.5,0.0,SLD09817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1566428571428571,0.2901174290478988,-0.1854,0.7173,14,0.9027,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,1,1,10.242028,77.527361,Tamil Nadu,Dindigul,Kodaikanal,Debris,Slide,,,,1900.290771484375,34.16321155724118,SLD02027,9.006684005260468,0.3002228001753489,6.994088172912598,1.2792344852331408,0.0,0.0,9.006684005260468,0.0,0.0,6.994088172912598,0.7100333333333333,0.0645903870187978,0.621,0.8239,15,0.2028999999999999,9.0,0.0,21.1,33.0,28.1,34.3,1.12,5.5
5082,1,1,13.096861,75.47791667,Karnataka,Chikkamagaluru,Mudigere,Debris,Slide,,,,752.9052734375,22.58070366339661,SLD04262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965599999999999,0.0250248390889646,0.751,0.84,15,0.0889999999999999,8.0,0.0,23.6,39.7,23.0,34.1,1.09,5.4
37278,0,0,10.481942,76.18649,Western Ghats Region,Background / Unspecified,,,,,,,-0.83756422996521,0.5536705530609124,SLD09914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53495,0.2324254776625545,0.2065,0.861,16,0.6545,9.0,0.0,24.7,23.6,27.6,26.8,1.09,5.3
36086,0,0,12.836881,75.727872,Western Ghats Region,Background / Unspecified,,,,,,,793.9288940429688,4.659352491952493,SLD08809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7841875,0.0365362993017446,0.7156,0.8309,16,0.1152999999999999,8.0,0.0,21.0,43.2,20.8,27.3,1.15,5.5
1479,1,1,10.041862,76.914002,Kerala,Idukki,Devikulam,Debris,Slide,,,Kattamudikudy,942.0045166015624,20.84199490767981,SLD01463,8.253271531313658,0.2751090510437886,4.423166751861572,0.8274704984102939,0.1672181859612465,0.1672181859612465,8.253271531313658,0.0334436371922493,0.0334436371922493,4.423166751861572,0.81784375,0.0681802705455666,0.6178,0.9025,16,0.2846999999999999,2.0,0.0,27.1,33.5,27.1,30.8,1.06,5.1
7460,1,1,18.34,73.62,Maharashtra,Pune,Velhe,Rock,Slide,,,Kadave - Vihir-5,822.5848999023438,21.87177864475124,SLD06555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6641176470588235,0.1085045692315196,0.4949,0.8554,17,0.3605,4.0,0.0,37.6,27.6,16.1,22.4,1.3,5.8
37308,0,0,15.243955,74.353241,Western Ghats Region,Background / Unspecified,,,,,,,572.5668334960938,24.65536537623049,SLD09937,0.1739156804978845,0.0057971893499294,0.0347831360995769,0.0131845137133139,0.0,0.0,0.1739156804978845,0.0,0.0,0.0347831360995769,0.63376,0.0932770665429458,0.3416,0.7679,15,0.4263,2.0,0.0,17.4,43.6,23.4,20.6,1.31,6.2
40682,0,0,14.758399,74.975247,Western Ghats Region,Background / Unspecified,,,,,,,652.9570922851562,5.268509435279025,SLD13051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7404625,0.0821511198949838,0.5776,0.8547,16,0.2771,5.0,0.0,16.7,42.6,22.4,16.9,1.28,5.6
2324,1,1,10.342689,76.918153,Tamil Nadu,Coimbatore,Valparai,Soil,Slide,,,,1012.1771850585938,11.12752753044535,SLD02308,6.942072689533234,0.2314024229844411,3.0534908771514893,0.6343471740819233,0.0,0.0,6.942072689533234,0.0,0.0,3.0534908771514893,0.6626428571428571,0.065612413392656,0.534,0.7593,14,0.2252999999999999,8.0,0.0,24.4,32.7,27.3,32.0,1.06,5.3
35094,0,0,13.225792,75.585951,Western Ghats Region,Background / Unspecified,,,,,,,811.007080078125,15.388786051993907,SLD07887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7724722222222222,0.0608182906461878,0.6542,0.8441,18,0.1898999999999999,8.0,0.0,32.8,43.7,13.5,26.0,1.12,5.4
34575,0,0,11.979081,75.956641,Western Ghats Region,Background / Unspecified,,,,,,,971.8515625,10.026987748206,SLD07406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820625,0.0346517051047515,0.7503,0.879,16,0.1287,2.0,0.0,25.6,39.1,22.4,27.8,1.06,5.5
40736,0,0,12.493514,76.022629,Western Ghats Region,Background / Unspecified,,,,,,,877.955810546875,2.5591263390058057,SLD13102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5605529411764705,0.1418562393659821,0.4107,0.8177,17,0.407,12.0,0.0,32.3,36.6,18.2,14.4,1.24,6.3
3675,1,1,11.537861,76.059,Kerala,Wayanad,Vythiri,Debris,Slide,,,Niket,911.6356811523438,16.438609791362794,SLD03657,11.807278610765934,0.3935759536921978,8.421466827392578,1.5197416830198434,1.0407045930624006,1.4039707556366916,11.807278610765934,0.1597054302692413,0.1597054302692413,8.421466827392578,0.8338823529411765,0.0315869283742127,0.7621,0.8787,17,0.1166,2.0,0.0,26.4,46.5,19.7,32.5,1.08,5.2
3275,1,1,11.340278,76.797778,Tamil Nadu,Nilgiri,Coonoor,Debris,Slide,,,,1686.686279296875,22.301683082296368,SLD03258,88.93313729763031,2.9644379099210103,45.39386749267578,8.355936996436409,11.562557697296144,22.80685782432556,88.93313729763031,8.57168197631836,8.57168197631836,45.39386749267578,0.7416631578947368,0.0406787988805295,0.6669,0.8178,19,0.1508999999999999,9.0,0.0,26.7,36.8,22.9,27.0,1.06,5.8
40278,0,0,10.836572,76.220565,Western Ghats Region,Background / Unspecified,,,,,,,122.66820526123048,10.565155466654549,SLD12671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567533333333334,0.1087333820910229,0.5943,0.8829,15,0.2885999999999999,8.0,0.0,22.0,45.7,18.9,26.4,1.15,5.3
37012,0,0,18.663276,74.079247,Western Ghats Region,Background / Unspecified,,,,,,,562.9047241210938,0.7964067873709635,SLD09666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4956833333333333,0.1550470753940083,0.3062,0.8276,18,0.5214,12.0,0.0,37.1,25.0,26.4,9.5,1.6,7.2
41594,0,0,14.375212,75.233648,Western Ghats Region,Background / Unspecified,,,,,,,602.3289794921875,1.2050514756171404,SLD13892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631775,0.0891370891754193,0.5412,0.787,16,0.2458,12.0,0.0,29.3,31.8,19.7,10.3,1.33,6.2
6176,1,1,14.57,74.86,Karnataka,Uttara Kannada,Sirsi,Soil,Slide,,,Kulave village,563.6407470703125,1.9849109451423343,SLD05310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70444375,0.0672818248736858,0.571,0.7951,16,0.2241,8.0,0.0,14.9,48.2,20.5,17.0,1.32,5.8
40982,0,0,11.469009,77.106761,Western Ghats Region,Background / Unspecified,,,,,,,271.0,0.0,SLD13332,3.2881952077150345,0.1096065069238344,0.5187756419181824,0.1922795592312168,0.0,0.0,3.2881952077150345,0.0,0.0,0.5187756419181824,0.03446,0.1412593248502301,-0.136,0.3887,15,0.5246999999999999,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
41378,0,0,18.356522,73.704602,Western Ghats Region,Background / Unspecified,,,,,,,666.8582763671875,7.468300203138538,SLD13694,0.010699479607865,0.0003566493202621,0.002139895921573,0.0008111254558034,0.0,0.0,0.010699479607865,0.0,0.0,0.002139895921573,0.444675,0.1485957581269847,0.2843,0.7959,16,0.5116,12.0,0.0,39.0,27.8,19.9,17.0,1.4,6.4
35175,0,0,9.217742,76.574331,Western Ghats Region,Background / Unspecified,,,,,,,18.235719680786133,4.1913645718469335,SLD07961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7057111111111111,0.0650513994865859,0.5534,0.7894,18,0.236,14.0,0.0,21.8,36.3,28.1,23.4,1.22,5.3
6961,1,1,17.487402,73.927309,Maharashtra,Satara,Patan,Rock,Slide,,,,824.940185546875,32.38307256614282,SLD06094,1.1659568930044764,0.0388652297668158,0.2949816286563873,0.0569393618593325,0.043786134570837,0.1579132536426185,1.1659568930044764,0.0218930672854185,0.0218930672854185,0.2949816286563873,0.57805,0.1924821129963234,0.3309,0.8664,18,0.5354999999999999,12.0,0.0,25.4,34.0,22.5,21.6,1.31,6.2
38806,0,0,10.241873,77.456499,Western Ghats Region,Background / Unspecified,,,,,,,2128.119384765625,4.522110061252721,SLD11328,17.839953422546387,0.5946651140848795,12.780546188354492,2.3375342704309525,0.0,0.0,17.839953422546387,0.0,0.0,12.780546188354492,0.798475,0.0452021875926142,0.6752,0.8508,20,0.1755999999999999,2.0,0.0,31.6,29.9,28.0,53.6,0.98,5.1
2040,1,1,10.241139,77.528889,Tamil Nadu,Dindigul,Kodaikanal,Debris,Slide,,,,1877.59765625,26.3037892338947,SLD02024,9.006684005260468,0.3002228001753489,6.994088172912598,1.2792344852331408,0.0,0.0,9.006684005260468,0.0,0.0,6.994088172912598,0.7153333333333334,0.0798059133744098,0.558,0.8412,15,0.2831999999999999,9.0,0.0,21.6,35.1,26.8,42.2,1.09,5.4
6767,1,1,17.09885,73.6845,Maharashtra,Ratnagiri,Sangameshwar,Rock,Fall,,,,146.69204711914062,19.80723298097049,SLD05900,0.9935948848724356,0.0331198294957478,0.2832005023956299,0.0617610229695769,0.0,0.0,0.9935948848724356,0.0,0.0,0.2832005023956299,0.6943470588235294,0.098918774239569,0.5592,0.8753,17,0.3160999999999999,9.0,0.0,28.3,33.6,19.8,22.9,1.36,5.7
38190,0,0,16.119802,74.603975,Western Ghats Region,Background / Unspecified,,,,,,,678.0557861328125,9.74830401953454,SLD10759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53275625,0.1433581201920561,0.2709,0.7423,16,0.4714,10.0,0.0,23.6,44.9,15.7,10.8,1.33,6.4
5767,1,1,13.89,74.83,Karnataka,Udupi,Bainduru,Soil,Slide,,,Nagodi- Kollur road,309.6425170898437,39.41986179616562,SLD04902,1.0812557209283111,0.036041857364277,0.1601389646530151,0.0584673200736641,0.0693759229034185,0.0693759229034185,1.0812557209283111,0.0138751845806837,0.0138751845806837,0.1601389646530151,0.85158,0.0717345822160712,0.6142,0.9489,15,0.3347,2.0,0.0,21.1,44.3,22.2,28.2,1.2,5.6
36951,0,0,16.208449,74.135244,Western Ghats Region,Background / Unspecified,,,,,,,877.83154296875,3.911737146819049,SLD09612,0.1874293023720378,0.0062476434124012,0.0647626146674156,0.0137874535403137,0.0102091077715158,0.0255227694287894,0.1874293023720378,0.0051045538857579,0.0051045538857579,0.0647626146674156,0.733225,0.0720992325433033,0.6394,0.8569,16,0.2175,9.0,0.0,21.8,39.9,21.9,20.9,1.22,5.7
35354,0,0,9.180383,76.762339,Western Ghats Region,Background / Unspecified,,,,,,,26.442317962646484,11.270293044729316,SLD08126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7451133333333334,0.0496295111899399,0.646,0.8515,15,0.2055,8.0,0.0,23.8,36.2,26.4,26.6,1.18,5.2
5852,1,1,13.92,75.18,Karnataka,Shivamoga,Hosanagara,Soil,Slide,2020.0,,Kannuru-1,667.3086547851562,7.358782066844385,SLD04987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6861866666666666,0.0658620730516938,0.5929,0.7895,15,0.1966,9.0,0.0,16.7,47.0,21.3,18.0,1.3,6.3
37219,0,0,16.67876,73.473324,Western Ghats Region,Background / Unspecified,,,,,,,173.1302032470703,8.824731331971012,SLD09861,0.3681203518062824,0.0122706783935427,0.0364166162908077,0.0163254311627091,0.0659452527761458,0.1648631319403645,0.3681203518062824,0.0329726263880729,0.0329726263880729,0.0364166162908077,0.6603187500000001,0.082164503436703,0.5334,0.8186,16,0.2852,9.0,0.0,24.2,30.8,24.3,17.1,1.44,6.1
3812,1,1,11.585,76.06333,Kerala,Wayanad,Vythiri,Rock,Slide,,,Vellaramkunnu 4,816.2674560546875,6.482765469479366,SLD03794,1.9106331109069288,0.0636877703635643,1.0171732902526855,0.188979162671645,0.01927558099851,0.01927558099851,1.9106331109069288,0.003855116199702,0.003855116199702,1.0171732902526855,0.6932529411764705,0.0636227761659204,0.5938,0.8683,17,0.2744999999999999,8.0,0.0,28.8,41.9,18.7,23.0,1.2,5.4
35254,0,0,9.123596,77.214871,Western Ghats Region,Background / Unspecified,,,,,,,760.9534912109375,45.09504767753601,SLD08033,6.58460484072566,0.2194868280241886,2.040924310684204,0.4759437438443964,1.2523918859660623,1.2523918859660623,6.58460484072566,1.028490424156189,1.028490424156189,2.040924310684204,0.79385,0.0911396437707909,0.6395,0.9287,16,0.2892,2.0,0.0,32.6,34.0,20.8,35.3,1.13,5.4
37207,0,0,17.814321,73.21448,Western Ghats Region,Background / Unspecified,,,,,,,42.25832748413086,20.39151349830805,SLD09850,0.0344413262791925,0.0011480442093064,0.0047800494357943,0.0018281992984142,0.010541079100221,0.010541079100221,0.0344413262791925,0.0021082158200442,0.0021082158200442,0.0047800494357943,0.722364705882353,0.1063774526225863,0.526,0.87,17,0.344,4.0,0.0,25.7,34.7,26.7,19.0,1.33,6.0
3846,1,1,11.631778,75.987944,Kerala,Wayanad,Vythiri,Rock,Slide,,,Ettamvayal 1,809.9541625976562,16.1743260798545,SLD03828,0.264394690748304,0.0088131563582768,0.0451764352619648,0.0167857107937635,0.0,0.0,0.264394690748304,0.0,0.0,0.0451764352619648,0.7928999999999999,0.0543713466205623,0.6807,0.8693,19,0.1886,8.0,0.0,31.6,43.8,15.9,23.3,1.12,5.3
41786,0,0,17.411999,74.005609,Western Ghats Region,Background / Unspecified,,,,,,,686.9974365234375,2.2317511987450818,SLD14070,1.074502859264611,0.035816761975487,0.0989697352051734,0.037205626894664,0.0262595545500516,0.125131560489535,1.074502859264611,0.0131297772750258,0.0131297772750258,0.0989697352051734,0.3800625,0.1757324628519159,0.0283,0.7061,16,0.6778,11.0,0.0,30.3,30.6,24.1,20.3,1.36,6.4
41192,0,0,17.1223,73.643066,Western Ghats Region,Background / Unspecified,,,,,,,112.8622817993164,11.131540333634906,SLD13523,0.6996489688754074,0.0233216322958469,0.1010841429233551,0.0369526722874579,0.0,0.0,0.6996489688754074,0.0,0.0,0.1010841429233551,0.6163888888888889,0.1398910706013322,0.4148,0.8274,18,0.4126,9.0,0.0,29.8,32.3,16.9,16.6,1.4,6.2
3555,1,1,11.46051,75.91222,Kerala,Kozhikode,Thamarassery,Debris,Flow,1974.0,,,69.33526611328125,18.14494405268554,SLD03538,0.1713674142956729,0.0057122471431891,0.0342734828591346,0.0129913301510725,0.1713674142956729,0.1713674142956729,0.1713674142956729,0.0342734828591346,0.0342734828591346,0.0342734828591346,0.81164,0.0643159811288876,0.6714,0.9181,15,0.2467,8.0,0.0,27.8,53.5,12.5,27.1,1.13,5.4
35047,0,0,9.265253,77.633042,Western Ghats Region,Background / Unspecified,,,,,,,112.28221130371094,0.1179942563310583,SLD07843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47971,0.090178903472924,0.3249,0.6255,20,0.3005999999999999,12.0,0.0,29.0,39.9,16.2,16.6,1.44,7.4
3654,1,1,11.53,76.47,Tamil Nadu,Nilgiri,Gudalur,Debris,Slide,2019.0,,,959.8861083984376,22.0720772790782,SLD03636,1.3750776126980782,0.0458359204232692,0.5625559687614441,0.1395485346974409,0.0,0.0,1.3750776126980782,0.0,0.0,0.5625559687614441,0.7697368421052632,0.0388173387737192,0.7045,0.8399,19,0.1353999999999999,8.0,0.0,24.2,40.6,23.8,22.1,1.19,5.4
34453,0,0,13.948876,75.191385,Western Ghats Region,Background / Unspecified,,,,,,,593.5992431640625,4.107686717771253,SLD07297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60382,0.0910376546898511,0.4634,0.7806,15,0.3172,9.0,0.0,15.4,44.5,23.5,16.8,1.33,6.2
3383,1,1,11.378889,76.899444,Tamil Nadu,Nilgiri,Kotagiri,Debris,Slide,,,,1372.0582275390625,17.96053117012654,SLD03366,35.57486770674586,1.1858289235581954,12.50681495666504,2.965719209169317,3.928699254989624,4.582744520157576,35.57486770674586,2.0205647945404053,2.0205647945404053,12.50681495666504,0.74368,0.0789210292453339,0.5455,0.8622,15,0.3167,8.0,0.0,25.2,38.5,27.0,30.0,1.15,6.3
3573,1,1,11.475014,76.16935,Kerala,Malappuram,Vythiri,Debris,Flow,1984.0,,Karimattam Estate,1025.438232421875,11.757985685721236,SLD03555,11.610008157789707,0.3870002719263236,7.014685153961182,1.2616961915117857,0.5938632488250731,0.6899105161428449,11.610008157789707,0.192094549536705,0.192094549536705,7.014685153961182,0.8079666666666667,0.0764777860865878,0.6248,0.8965,18,0.2716999999999999,2.0,0.0,21.6,39.4,22.3,33.1,1.05,5.4
7010,1,1,17.576,73.186,Maharashtra,Dapoli,Guhagar,Soil,Slump,2010.0,,Sakhri Trishul,42.14790344238281,10.534579383601589,SLD06143,0.120987920090556,0.0040329306696852,0.0241975840181112,0.0091720705517331,0.0,0.0,0.120987920090556,0.0,0.0,0.0241975840181112,0.6342599999999999,0.1057263097408992,0.4808,0.8014,15,0.3206,9.0,0.0,21.9,38.8,20.8,17.2,1.42,6.2
