ID,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_valid_observations,NDVI_range
SLD00087,0.83375,0.04012044845979892,0.7289,0.8801,14,0.1512
SLD00088,0.7837866666666666,0.04199372175297956,0.7139,0.8542,15,0.14029999999999998
SLD00089,0.8323857142857143,0.04214697465450482,0.7276,0.8744,14,0.14679999999999993
SLD00090,0.8323857142857143,0.04214697465450482,0.7276,0.8744,14,0.14679999999999993
SLD00091,0.8177428571428571,0.07827492686565843,0.5605,0.8767,14,0.31620000000000004
SLD00092,0.7557071428571429,0.07368722323531993,0.6194,0.9089,14,0.2895000000000001
SLD00093,0.8237823529411765,0.07472674584188481,0.6033,0.9,17,0.2967000000000001
SLD00094,0.8277285714285715,0.0589348588054437,0.7055,0.9008,14,0.19530000000000003
SLD00095,0.8592083333333332,0.02160784614790459,0.8288,0.8865,12,0.057699999999999974
SLD00096,0.8352499999999999,0.035101113683445734,0.749,0.8841,12,0.1351
SLD00097,0.8303615384615384,0.03390554375667634,0.7419,0.864,13,0.12209999999999999
SLD00098,0.84605,0.056051483888955575,0.6724,0.9116,14,0.23919999999999997
SLD00099,0.8346800000000001,0.07180314557375406,0.6462,0.9047,15,0.25849999999999995
SLD00100,0.84966,0.039812575184948074,0.73,0.9047,15,0.17469999999999997
SLD00101,0.8618923076923076,0.026630980127740372,0.8216,0.8957,13,0.07410000000000005
SLD00102,0.8277666666666667,0.040318210466712114,0.7726,0.9207,15,0.1481
SLD00103,0.8625999999999999,0.018905246185472794,0.8337,0.8958,13,0.062100000000000044
SLD00104,0.8577333333333333,0.07579375265268551,0.623,0.9369,18,0.31389999999999996
SLD00105,0.83339375,0.04057014450307025,0.7651,0.9044,16,0.13929999999999998
SLD00106,0.8580933333333333,0.05315534466699155,0.6788,0.9084,15,0.22960000000000003
SLD00107,0.8091333333333334,0.04053747237639106,0.759,0.9085,15,0.14949999999999997
SLD00108,0.85512,0.027376976771419766,0.8162,0.896,15,0.07979999999999998
SLD00109,0.8385,0.05138726171598042,0.7315,0.9431,16,0.2116
SLD00110,0.7885642857142857,0.046793270508003214,0.7067,0.9114,14,0.2047
SLD00111,0.8584588235294117,0.0262067276387078,0.7931,0.8899,17,0.0968
SLD00112,0.8551538461538463,0.07085734042643495,0.6721,0.9171,13,0.245
SLD00113,0.8551538461538463,0.07085734042643495,0.6721,0.9171,13,0.245
SLD00114,0.8796941176470588,0.029437528568738502,0.843,0.9717,17,0.12870000000000004
SLD00115,0.839375,0.039852218675167056,0.7457,0.892,16,0.14629999999999999
SLD00116,0.77729375,0.09715386743888965,0.5159,0.888,16,0.3721
SLD00117,0.8283,0.04539115709978259,0.7497,0.9313,15,0.18159999999999998
SLD00118,0.8380823529411765,0.051118773890984966,0.7059,0.8844,17,0.1785
SLD00119,0.8496533333333333,0.028446286894693956,0.7809,0.8912,15,0.11029999999999995
SLD00120,0.8399125,0.05171216330161921,0.7052,0.9364,16,0.23119999999999996
SLD00121,0.8088052631578947,0.04795775309448249,0.7196,0.9505,19,0.2309
SLD00122,0.8088052631578947,0.04795775309448249,0.7196,0.9505,19,0.2309
SLD00123,0.80370625,0.10673054838392487,0.4683,0.8995,16,0.43119999999999997
SLD00124,0.7691285714285714,0.04711443398906422,0.6677,0.823,14,0.1553
SLD00125,0.81481875,0.08223447953869471,0.5284,0.8939,16,0.36550000000000005
SLD00126,0.82345,0.05979391273365542,0.6443,0.8961,16,0.2518
SLD00127,0.8355374999999999,0.03643194340136135,0.7666,0.8926,16,0.126
SLD00128,0.8378875,0.04288080961611305,0.7456,0.8983,16,0.15269999999999995
SLD00129,0.8285941176470588,0.05716061221011628,0.6416,0.8719,17,0.23030000000000006
SLD00130,0.8268833333333334,0.06409711611389118,0.6031,0.887,18,0.28390000000000004
SLD00131,0.8588,0.05115663446709525,0.7961,0.9864,17,0.19030000000000002
SLD00132,0.76842,0.16653046301236035,0.3115,0.8901,10,0.5786
SLD00133,0.79506,0.062411729666786195,0.6377,0.8863,15,0.24859999999999993
SLD00134,0.8191428571428572,0.09568740544313846,0.5185,0.9267,14,0.4082
SLD00135,0.8191428571428572,0.09568740544313846,0.5185,0.9267,14,0.4082
SLD00136,0.8018857142857143,0.05060750715279092,0.7015,0.8759,14,0.1744
SLD00137,0.8203625,0.07331002546264277,0.62,0.957,16,0.33699999999999997
SLD00138,0.8305866666666667,0.06224972595082149,0.7088,0.9237,15,0.21489999999999998
SLD00139,0.8388307692307693,0.02841033804255603,0.7922,0.894,13,0.1018
SLD00140,0.8042714285714286,0.06183100328340926,0.7195,0.9241,14,0.2046
SLD00141,0.8381733333333333,0.050293189920514604,0.6732,0.8939,15,0.2207
SLD00142,0.8508125,0.03432448834287266,0.7806,0.9158,16,0.1352
SLD00143,0.7894235294117646,0.1180467996676094,0.3822,0.8906,17,0.5084
SLD00144,0.8072642857142858,0.1002088941787478,0.5529,0.9982,14,0.44530000000000003
SLD00145,0.8072642857142858,0.1002088941787478,0.5529,0.9982,14,0.44530000000000003
SLD00146,0.7427333333333334,0.1101572620436455,0.5286,0.9059,15,0.3773000000000001
SLD00147,0.8150875,0.05784224379004213,0.6435,0.8674,16,0.2239
SLD00148,0.8159142857142857,0.03807516568261052,0.7508,0.8743,14,0.12349999999999994
SLD00149,0.7236058823529411,0.10738930620986097,0.466,0.8867,17,0.4207
SLD00150,0.7260692307692308,0.05205424069524952,0.6387,0.8188,13,0.18009999999999993
SLD00151,0.8299066666666667,0.03689861527921895,0.761,0.9139,15,0.15290000000000004
SLD00152,0.5709562499999999,0.08834083215025768,0.4387,0.7884,16,0.3497
SLD00153,0.8350538461538461,0.03599029071348309,0.7733,0.9102,13,0.13690000000000002
SLD00154,0.8084928571428571,0.028386547851070216,0.7548,0.8613,14,0.10649999999999993
SLD00155,0.7477166666666667,0.0836517096622165,0.5483,0.831,18,0.28269999999999995
SLD00156,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00157,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00158,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00159,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00160,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00161,0.8253294117647059,0.051258923183016177,0.7385,0.9263,17,0.18779999999999997
SLD00162,0.7726666666666667,0.06481572947887562,0.6494,0.8414,12,0.19200000000000006
SLD00163,0.7878307692307692,0.035184380640074384,0.722,0.8617,13,0.13970000000000005
SLD00164,0.7876785714285715,0.12069827083441413,0.3806,0.863,14,0.4824
SLD00165,0.7473529411764706,0.08396500102458655,0.5788,0.8734,17,0.2946
SLD00166,0.7946823529411765,0.0665148783665553,0.561,0.8745,17,0.3135
SLD00167,0.8245823529411764,0.03176649640923034,0.7697,0.8654,17,0.0956999999999999
SLD00168,0.8248916666666667,0.0466533923220114,0.7134,0.8974,12,0.18399999999999994
SLD00169,0.7263846153846154,0.0453179112153581,0.6394,0.7919,13,0.15250000000000008
SLD00170,0.8036866666666665,0.040376104437201604,0.704,0.8554,15,0.1514000000000001
SLD00171,0.8141846153846154,0.05573975012134287,0.712,0.954,13,0.242
SLD00172,0.7092153846153846,0.08687685581858426,0.5174,0.8163,13,0.29890000000000005
SLD00173,0.80246,0.10122551767499845,0.5813,0.897,15,0.3157
SLD00174,0.72416875,0.047907128470962776,0.6357,0.8066,16,0.17089999999999994
SLD00175,0.8439285714285714,0.04265140323368268,0.7507,0.8991,14,0.14839999999999998
SLD00176,0.8439285714285714,0.04265140323368268,0.7507,0.8991,14,0.14839999999999998
SLD00177,0.83396875,0.03890428800273823,0.7786,0.9154,16,0.13680000000000003
SLD00178,0.7682,0.03618515349329522,0.6968,0.8164,16,0.11960000000000004
SLD00179,0.80400625,0.05159681474341867,0.683,0.8984,16,0.21539999999999992
SLD00180,0.8159,0.04659455823530103,0.7284,0.8937,15,0.1653
SLD00181,0.8330500000000001,0.041901605523589965,0.7581,0.9332,12,0.17510000000000003
SLD00182,0.7898625,0.06050335390152625,0.676,0.8984,16,0.22239999999999993
SLD00183,0.8186199999999999,0.026934873836189206,0.7551,0.8618,15,0.10670000000000002
SLD00184,0.80576875,0.029686623671276564,0.7537,0.8697,16,0.11599999999999999
SLD00185,0.7614125,0.05902043572639337,0.6245,0.825,16,0.2004999999999999
SLD00186,0.7804733333333334,0.04395235190630006,0.7157,0.8745,15,0.15880000000000005
SLD00187,0.7614125,0.05902043572639337,0.6245,0.825,16,0.2004999999999999
SLD00188,0.7804733333333334,0.04395235190630006,0.7157,0.8745,15,0.15880000000000005
SLD00189,0.80682,0.0388240757409994,0.7453,0.8997,15,0.1544000000000001
SLD00190,0.79700625,0.14035305705612544,0.3202,0.9876,16,0.6674
SLD00191,0.79700625,0.14035305705612544,0.3202,0.9876,16,0.6674
SLD00192,0.810575,0.03603649076514903,0.7359,0.8623,16,0.12639999999999996
SLD00193,0.8079928571428571,0.07818057465091471,0.6356,0.9466,14,0.31099999999999994
SLD00194,0.8349384615384616,0.05593933527285817,0.7687,0.9611,13,0.1923999999999999
SLD00195,0.829175,0.05158646463301528,0.7664,0.9875,16,0.22110000000000007
SLD00196,0.7984066666666667,0.05863004430527146,0.6603,0.878,15,0.2177
SLD00197,0.8244642857142858,0.04884505497595843,0.7394,0.9157,14,0.1763
SLD00198,0.8211666666666667,0.04668694627388853,0.7315,0.9166,15,0.18509999999999993
SLD00199,0.8423928571428572,0.03425509427102024,0.7981,0.9198,14,0.12169999999999992
SLD00200,0.78566,0.11505569334643362,0.4581,0.9438,15,0.48569999999999997
SLD00201,0.785325,0.05986680215277911,0.6894,0.9323,16,0.2429
SLD00202,0.7997583333333332,0.04908653691248352,0.689,0.8824,12,0.19340000000000002
SLD00203,0.7849583333333333,0.06968965566036761,0.665,0.9083,12,0.24329999999999996
SLD00204,0.8031769230769231,0.08679707324027074,0.5319,0.8836,13,0.3517
SLD00205,0.7849583333333333,0.06968965566036761,0.665,0.9083,12,0.24329999999999996
SLD00206,0.7967153846153846,0.06198097619638147,0.7099,0.9178,13,0.20789999999999997
SLD00207,0.754,0.07252683515900726,0.6714,0.8668,12,0.19540000000000002
SLD00208,0.7754615384615384,0.05896725840754816,0.696,0.8691,13,0.17310000000000003
SLD00209,0.7754615384615384,0.05896725840754816,0.696,0.8691,13,0.17310000000000003
SLD00210,0.7970533333333333,0.0741216169227176,0.6543,0.8993,15,0.245
SLD00211,0.7819400000000001,0.09889540506442722,0.6464,0.9904,15,0.344
SLD00212,0.7819400000000001,0.09889540506442722,0.6464,0.9904,15,0.344
SLD00213,0.7819400000000001,0.09889540506442722,0.6464,0.9904,15,0.344
SLD00214,0.7210769230769232,0.10267496574016272,0.5494,0.8922,13,0.3428
SLD00215,0.7761846153846155,0.0750576094982364,0.6558,0.8731,13,0.21729999999999994
SLD00216,0.7993357142857143,0.04675442565876858,0.7101,0.8716,14,0.1615000000000001
SLD00217,0.7993357142857143,0.04675442565876858,0.7101,0.8716,14,0.1615000000000001
SLD00218,0.7935666666666666,0.11459668199302073,0.5907,0.9563,15,0.36560000000000004
SLD00219,0.7949,0.07300594285609693,0.5658,0.8688,14,0.30300000000000005
SLD00220,0.86675625,0.037691607708701766,0.8166,0.9315,16,0.1149
SLD00221,0.8250333333333334,0.04547560832337435,0.7468,0.908,15,0.1612
SLD00222,0.8056583333333333,0.07153631574030751,0.7051,0.9196,12,0.21450000000000002
SLD00223,0.8008466666666667,0.08438467080380574,0.6061,0.9327,15,0.3266
SLD00224,0.8131142857142857,0.04789804648566429,0.7428,0.8967,14,0.15390000000000004
SLD00225,0.81412,0.043848167325189064,0.7523,0.9179,10,0.16560000000000008
SLD00226,0.8632363636363636,0.0211825528549924,0.8426,0.9194,11,0.07679999999999998
SLD00227,0.8195583333333333,0.02794291122769401,0.7865,0.8707,12,0.08420000000000005
SLD00228,0.8770636363636364,0.03667520341394915,0.8125,0.9534,11,0.14090000000000003
SLD00229,0.7969083333333334,0.04672389807705638,0.7259,0.8657,12,0.13980000000000004
SLD00230,0.8336866666666667,0.03839763509582827,0.7397,0.8967,15,0.15700000000000003
SLD00231,0.80495625,0.06803269771465287,0.6065,0.9119,16,0.3054
SLD00232,0.8198266666666666,0.06977518456408684,0.623,0.8946,15,0.27159999999999995
SLD00233,0.8198266666666666,0.06977518456408684,0.623,0.8946,15,0.27159999999999995
SLD00234,0.7224222222222223,0.07311923827923776,0.5836,0.8347,18,0.2511
SLD00235,0.8354666666666667,0.027689029974926564,0.7786,0.8671,15,0.08850000000000002
SLD00236,0.5536454545454546,0.08500471542815521,0.3775,0.7557,22,0.37820000000000004
SLD00237,0.7962083333333333,0.07134889256111109,0.6938,0.9347,12,0.2409
SLD00238,0.7514388888888889,0.04489295947537337,0.6707,0.8716,18,0.20090000000000008
SLD00239,0.7758181818181819,0.12157689598095371,0.415,0.8412,11,0.42619999999999997
SLD00240,0.79725,0.0499982055233541,0.6849,0.8447,10,0.15980000000000005
SLD00241,0.8014833333333332,0.05819818543458888,0.6849,0.8897,12,0.2048000000000001
SLD00242,0.8039636363636364,0.04910373250023407,0.7323,0.8899,11,0.15760000000000007
SLD00243,0.8267357142857144,0.030808330720086718,0.7694,0.8665,14,0.09710000000000008
SLD00244,0.8267357142857144,0.030808330720086718,0.7694,0.8665,14,0.09710000000000008
SLD00245,0.8241466666666667,0.029129142664708695,0.7759,0.8774,15,0.10149999999999992
SLD00246,0.8241466666666667,0.029129142664708695,0.7759,0.8774,15,0.10149999999999992
SLD00247,0.8249363636363637,0.03752924919918526,0.7552,0.8888,11,0.13360000000000005
SLD00248,0.8350666666666666,0.03144868079601312,0.7692,0.8882,15,0.119
SLD00249,0.7650818181818182,0.059267407876198136,0.6758,0.8582,11,0.1824
SLD00250,0.7728545454545455,0.0717222749727916,0.6957,0.9346,11,0.2389
SLD00251,0.7981461538461538,0.051073910746822236,0.7194,0.877,13,0.15759999999999996
SLD00252,0.8092733333333333,0.04461726870469177,0.7197,0.8711,15,0.15139999999999998
SLD00253,0.8315,0.01371878274483565,0.8138,0.8577,13,0.04390000000000005
SLD00254,0.8411384615384615,0.01903035025345648,0.8112,0.8861,13,0.07489999999999997
SLD00255,0.8457399999999999,0.02249294492565549,0.8175,0.8935,15,0.07599999999999996
SLD00256,0.8082692307692307,0.05800813713918914,0.6895,0.873,13,0.1835
SLD00257,0.7585333333333334,0.07010417418453224,0.5683,0.8684,15,0.3000999999999999
SLD00258,0.80893125,0.06529985930306434,0.6687,0.9084,16,0.23970000000000002
SLD00259,0.8371933333333333,0.026502842614834092,0.7978,0.8794,15,0.0816
SLD00260,0.8434866666666667,0.017551958241040753,0.8131,0.8723,15,0.05919999999999992
SLD00261,0.7143235294117647,0.08942374215925378,0.5242,0.8221,17,0.29790000000000005
SLD00262,0.8518833333333333,0.02050976855209747,0.8225,0.8815,12,0.05899999999999994
SLD00263,0.7246166666666666,0.058511007008736966,0.6273,0.8645,18,0.23720000000000008
SLD00264,0.6823888888888888,0.058467576624483666,0.569,0.7944,18,0.22540000000000004
SLD00265,0.8214071428571429,0.0651106923073872,0.6249,0.8962,14,0.2713
SLD00266,0.8032285714285715,0.04996253101569723,0.749,0.9239,14,0.17490000000000006
SLD00267,0.8188714285714286,0.07050171223857919,0.591,0.8864,14,0.2954
SLD00268,0.8069538461538461,0.036965042391080255,0.7399,0.8602,13,0.12029999999999996
SLD00269,0.708935294117647,0.06929459702221083,0.5497,0.8214,17,0.27170000000000005
SLD00270,0.8310714285714286,0.04667441118365243,0.6814,0.8775,14,0.19609999999999994
SLD00271,0.8370866666666666,0.0281235505446609,0.7786,0.8737,15,0.09510000000000007
SLD00272,0.8239642857142856,0.07528483969506798,0.5696,0.8788,14,0.30920000000000003
SLD00273,0.6918625,0.07226550929270016,0.5468,0.8006,16,0.2538
SLD00274,0.8370866666666666,0.0281235505446609,0.7786,0.8737,15,0.09510000000000007
SLD00275,0.7856411764705883,0.08944123810373722,0.5024,0.8571,17,0.3547
SLD00276,0.7801875,0.0369904649876154,0.732,0.8535,16,0.12150000000000005
SLD00277,0.8395625,0.02528901935623443,0.7904,0.8826,16,0.09220000000000006
SLD00278,0.7542583333333334,0.051964331444022675,0.6499,0.8163,12,0.1664
SLD00279,0.83045625,0.03985257781290106,0.7704,0.9143,16,0.14390000000000003
SLD00280,0.7816833333333334,0.052394601271736396,0.6976,0.8647,12,0.16710000000000003
SLD00281,0.7844111111111112,0.04403116394887616,0.6918,0.8627,18,0.17090000000000005
SLD00282,0.8047866666666667,0.03535165921882324,0.7517,0.8718,15,0.12009999999999998
SLD00283,0.8521,0.0342825757492053,0.7833,0.9252,17,0.14190000000000003
SLD00284,0.80300625,0.040484128062735894,0.7481,0.8746,16,0.12650000000000006
SLD00285,0.79225625,0.04412240502284525,0.7112,0.8461,16,0.1348999999999999
SLD00286,0.7954785714285714,0.06513093532464995,0.6109,0.8765,14,0.26559999999999995
SLD00287,0.8178888888888889,0.05748718413585136,0.7101,0.9049,18,0.19480000000000008
SLD00288,0.7892058823529411,0.08493781895148529,0.5735,0.9493,17,0.3758
SLD00289,0.8046058823529412,0.07179531209093873,0.6676,0.9569,17,0.2893
SLD00290,0.798775,0.04623221820332657,0.702,0.8682,16,0.16620000000000001
SLD00291,0.8111133333333334,0.04862171570497318,0.7197,0.8906,15,0.17089999999999994
SLD00292,0.7686357142857142,0.05746154041072708,0.6782,0.8553,14,0.17709999999999992
SLD00293,0.8455470588235294,0.03183598823750924,0.7881,0.9215,17,0.13339999999999996
SLD00294,0.8270692307692307,0.034509114366482574,0.7539,0.8758,13,0.12190000000000001
SLD00295,0.8243769230769231,0.03397874712831911,0.7539,0.8758,13,0.12190000000000001
SLD00296,0.7868928571428572,0.03690310523281442,0.7342,0.8468,14,0.11260000000000003
SLD00297,0.8325466666666668,0.04604336258458148,0.7405,0.9011,15,0.16059999999999997
SLD00298,0.6877235294117647,0.06619465168550025,0.5114,0.7767,17,0.2653
SLD00299,0.8011307692307692,0.039021433952282004,0.7308,0.8619,13,0.1311
SLD00300,0.8535125,0.04227760439444664,0.7861,0.9628,16,0.17669999999999997
SLD00301,0.7739736842105264,0.10399948099285702,0.4015,0.878,19,0.4765
SLD00302,0.835475,0.07410482215528669,0.5918,0.912,16,0.32020000000000004
SLD00303,0.7838764705882353,0.05664234866038575,0.672,0.8894,17,0.21739999999999993
SLD00304,0.7886444444444445,0.08957968665628334,0.4771,0.8818,18,0.4047
SLD00305,0.8312631578947368,0.04026186796083743,0.7457,0.8995,19,0.15379999999999994
SLD00306,0.8356833333333333,0.04147672983308908,0.7456,0.9107,18,0.1650999999999999
SLD00307,0.8356833333333333,0.04147672983308908,0.7456,0.9107,18,0.1650999999999999
SLD00308,0.84055,0.03861758766317592,0.767,0.8955,14,0.12849999999999995
SLD00309,0.7886941176470588,0.06778932871946217,0.6134,0.8698,17,0.2564000000000001
SLD00310,0.7895058823529412,0.08617930052068937,0.6235,0.8898,17,0.2663
SLD00311,0.8177866666666667,0.03619638629687192,0.7276,0.8674,15,0.13979999999999992
SLD00312,0.79496,0.13381711827287693,0.471,0.8906,15,0.4196
SLD00313,0.8142647058823529,0.06540769202831259,0.643,0.8818,17,0.2388
SLD00314,0.8198066666666667,0.0366483573334207,0.748,0.884,15,0.136
SLD00315,0.821035294117647,0.031578650643600804,0.7622,0.8652,17,0.10299999999999998
SLD00316,0.81662,0.11359239285394825,0.4257,0.9053,15,0.47959999999999997
SLD00317,0.8319125,0.06506513531326388,0.718,0.9845,16,0.26650000000000007
SLD00318,0.8365235294117648,0.050100842425698844,0.728,0.9137,17,0.18569999999999998
SLD00319,0.8351928571428572,0.0523642048068616,0.7288,0.915,14,0.18620000000000003
SLD00320,0.8415066666666667,0.03598597875098949,0.7837,0.8997,15,0.1160000000000001
SLD00321,0.7322,0.08148775981704247,0.5334,0.8534,17,0.32000000000000006
SLD00322,0.8415066666666667,0.03598597875098949,0.7837,0.8997,15,0.1160000000000001
SLD00323,0.80735625,0.05927587444877273,0.6658,0.8892,16,0.22340000000000004
SLD00324,0.8205375,0.044204537851522285,0.7018,0.8831,16,0.18130000000000002
SLD00325,0.8205375,0.044204537851522285,0.7018,0.8831,16,0.18130000000000002
SLD00326,0.7664235294117647,0.08232968426858389,0.5166,0.8665,17,0.3499000000000001
