S.No,Latitude,Longitude,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
6532,15.933667,73.9395,25.7,36.2,20.3,19.2,1.31,5.5
6533,15.933917,73.981194,29.0,32.6,18.6,29.0,1.15,5.4
6534,15.934972,73.990139,28.4,33.2,17.8,24.1,1.22,5.6
6535,15.939111,73.991778,28.4,31.4,19.0,23.5,1.2,5.5
6536,15.940444,73.994778,27.9,30.8,18.6,25.0,1.19,5.5
6537,15.948889,74.154167,23.0,36.4,21.4,21.1,1.17,5.6
6538,15.949583,73.997,23.0,31.3,20.8,24.8,1.23,5.5
6539,15.955556,74.156944,20.9,41.2,19.0,19.2,1.23,5.7
6540,15.961667,74.246667,23.4,40.6,14.7,22.5,1.26,6.0
6541,15.980333,73.834778,27.9,30.5,18.4,19.8,1.27,5.4
6542,16.006472,73.788806,23.4,29.1,22.4,15.4,1.32,6.0
6543,16.026222,73.963278,22.7,35.6,24.6,22.7,1.3,6.1
6544,16.032139,73.933361,26.1,33.0,20.9,19.1,1.34,5.7
6545,16.032222,73.929778,26.8,35.2,19.0,19.9,1.35,5.7
6546,16.034194,73.974722,25.1,33.8,21.3,20.3,1.37,6.2
6547,16.040083,73.975222,24.5,34.9,21.3,22.0,1.3,6.1
6548,16.042444,73.975417,23.1,34.7,21.8,22.0,1.3,6.1
6549,16.043972,73.977222,23.1,34.7,21.8,22.0,1.3,6.1
6550,16.044444,73.976583,24.3,32.6,21.1,23.0,1.28,6.2
6551,16.044833,73.977667,23.8,32.3,21.8,22.0,1.28,6.2
6552,16.044833,73.977056,24.3,32.6,21.1,23.0,1.28,6.2
6553,16.045444,73.977667,23.8,32.3,21.8,22.0,1.28,6.2
6554,16.045694,73.976917,24.3,32.6,21.1,23.0,1.28,6.2
6555,16.051472,73.788806,26.9,31.5,19.9,20.0,1.32,6.1
6556,16.051833,73.78925,26.2,33.0,20.3,20.1,1.35,5.6
6557,16.052972,73.789861,26.3,32.5,20.6,19.6,1.35,5.6
6558,16.053,73.984333,24.3,34.3,20.0,23.0,1.28,5.4
6559,16.053333,73.983611,24.0,32.3,20.2,22.5,1.26,5.4
6560,16.053694,73.789639,26.2,33.0,20.3,20.1,1.35,5.6
6561,16.053694,73.789639,26.2,33.0,20.3,20.1,1.35,5.6
6562,16.053694,73.789639,26.2,33.0,20.3,20.1,1.35,5.6
6563,16.053694,73.789639,26.2,33.0,20.3,20.1,1.35,5.6
6564,16.053861,73.984444,24.3,34.3,20.0,23.0,1.28,5.4
6565,16.053889,73.788472,26.0,29.5,21.0,20.3,1.32,5.5
6566,16.058694,73.983472,19.1,31.7,25.1,21.4,1.32,5.5
6567,16.062472,73.982111,21.8,35.1,25.1,20.5,1.34,5.5
6568,16.064,73.955972,25.7,33.7,22.7,21.7,1.35,5.5
6569,16.0655,73.784694,26.1,29.6,20.8,19.8,1.32,5.7
6570,16.149444,74.078611,22.6,39.6,17.8,17.1,1.3,6.0
6571,16.172611,73.884667,29.7,31.2,20.6,20.1,1.37,5.7
6572,16.172806,73.884278,29.7,31.2,20.6,20.1,1.37,5.7
6573,16.172972,73.883639,29.7,31.2,20.6,20.1,1.37,5.7
6574,16.188056,74.078889,20.3,37.5,18.8,16.1,1.34,6.4
6575,16.190556,74.081667,19.5,39.7,17.6,16.0,1.37,6.3
6576,16.191389,73.895472,31.3,29.3,19.8,23.7,1.37,5.6
6577,16.191417,73.89625,28.3,29.3,20.7,23.7,1.34,5.7
6578,16.192306,73.893,25.0,31.9,23.1,23.3,1.34,5.6
6579,16.202167,73.807222,28.4,29.7,20.9,17.9,1.34,6.1
6580,16.208111,73.819528,29.4,28.9,18.4,18.0,1.35,6.1
6581,16.251,74.038,26.2,36.5,16.8,19.1,1.14,5.6
6582,16.254,74.038,24.9,36.5,17.0,22.0,1.13,5.6
6583,16.255,74.039,24.7,37.9,16.9,22.9,1.2,5.6
6584,16.256,74.137,19.8,40.2,19.0,19.2,1.26,5.7
6585,16.256,74.136,19.8,40.2,19.0,19.2,1.26,5.7
6586,16.343,73.892,32.7,27.6,21.1,29.4,1.1,5.4
6587,16.356,73.834,25.4,29.1,24.2,22.6,1.31,5.5
6588,16.357,73.833,25.4,29.1,24.2,22.6,1.31,5.5
6589,16.358,73.838,22.0,29.6,24.2,22.4,1.23,5.5
6590,16.358,73.847,24.6,30.7,22.5,23.0,1.22,5.3
6591,16.358,73.846,20.4,31.6,25.1,23.0,1.23,5.5
6592,16.359,73.845,20.4,31.6,25.1,23.0,1.23,5.5
6593,16.359,73.825,22.0,33.5,27.2,23.7,1.31,6.1
6594,16.359,73.848,24.6,30.7,22.5,23.0,1.22,5.3
6595,16.36,73.843,20.4,32.0,25.6,22.5,1.27,5.5
6596,16.361,73.849,23.0,31.2,25.1,23.0,1.24,5.5
6597,16.362,73.823,20.7,31.9,26.5,21.4,1.34,6.1
6598,16.363,73.851,22.4,31.6,24.5,25.0,1.23,5.5
6599,16.368,73.857,20.8,30.8,23.4,23.0,1.24,5.5
6600,16.375,74.043,20.8,40.5,19.6,19.1,1.34,6.2
6601,16.378,73.857,22.7,31.8,21.9,23.0,1.33,5.5
6602,16.379,73.858,25.2,32.2,20.1,23.4,1.3,5.6
6603,16.38,73.857,23.0,32.6,20.3,22.6,1.32,5.6
6604,16.381,73.857,23.0,32.6,20.3,22.6,1.32,5.6
6605,16.382,73.855,24.7,32.6,20.3,22.6,1.26,5.5
6606,16.396,73.87,35.9,25.8,20.9,27.5,1.2,5.5
6607,16.399,73.875,35.5,27.8,20.9,27.8,1.15,5.5
6608,16.415,73.811,24.2,33.7,22.2,21.1,1.37,6.1
6609,16.42,74.04,19.0,39.7,18.3,14.1,1.36,6.1
6610,16.42,73.803,29.7,28.6,20.4,22.0,1.34,5.9
6611,16.433,74.035,16.6,43.0,21.0,20.3,1.35,6.1
6612,16.442,73.82,24.5,34.2,22.8,19.9,1.36,6.0
6613,16.46,74.079,22.2,44.3,15.3,17.0,1.32,6.0
6614,16.463,73.817,22.3,33.0,25.1,23.4,1.32,5.7
6615,16.467,73.827,26.2,31.2,24.6,23.7,1.28,5.6
6616,16.468,73.845,24.4,30.6,24.7,22.5,1.31,5.6
6617,16.469,73.959,22.7,36.4,19.0,19.0,1.27,6.1
6618,16.47,73.956,27.3,34.6,18.2,17.9,1.27,6.3
6619,16.515,73.802,27.8,30.4,22.2,23.7,1.33,6.2
6620,16.521,73.909,32.3,29.7,19.8,25.6,1.17,5.7
6621,16.524,73.809,29.3,27.2,22.2,22.4,1.34,6.1
6622,16.527,73.813,25.3,32.4,23.2,21.4,1.33,6.1
6623,16.53,73.803,25.5,30.8,23.8,21.6,1.35,6.1
6624,16.53,73.804,25.3,31.3,23.8,21.2,1.31,6.1
6625,16.53,73.832,24.5,31.4,22.7,22.8,1.35,5.9
6626,16.53,73.832,24.5,31.4,22.7,22.8,1.35,5.9
6627,16.531,73.803,25.5,30.8,23.8,21.6,1.35,6.1
6628,16.531,73.833,26.5,31.7,20.8,22.8,1.33,6.0
6629,16.532,73.805,25.2,30.0,25.2,21.0,1.32,6.1
6630,16.532,73.805,25.2,30.0,25.2,21.0,1.32,6.1
6631,16.532,73.832,25.3,30.8,22.5,23.0,1.33,6.3
6632,16.533,73.829,24.6,29.9,21.9,23.1,1.32,6.2
6633,16.533,73.825,24.3,30.8,20.7,21.6,1.3,6.3
6634,16.533,73.824,24.3,30.8,20.7,21.6,1.3,6.3
6635,16.533,73.823,24.5,30.8,22.1,23.1,1.27,6.1
6636,16.534,73.805,25.2,30.0,25.2,21.0,1.32,6.1
6637,16.538,73.823,23.8,30.7,22.1,23.7,1.28,6.2
6638,16.539,73.814,27.2,28.8,22.8,23.0,1.3,6.1
6639,16.539,73.812,25.5,29.1,23.7,21.8,1.29,6.1
6640,16.54,73.847,25.5,29.5,23.9,22.8,1.32,6.2
6641,16.54,73.817,27.3,30.4,23.3,22.7,1.3,6.2
6642,16.543,73.825,25.3,30.7,21.0,22.8,1.29,5.6
6643,16.554,73.83,31.2,29.0,19.7,20.5,1.32,6.2
6644,16.555,73.83,31.2,29.0,19.7,20.5,1.32,6.2
6645,16.557,73.826,27.7,28.1,22.2,23.0,1.3,6.3
6646,16.56,73.892,32.7,28.3,19.4,29.6,1.15,5.6
6647,16.56,73.828,27.6,28.1,22.5,22.8,1.29,6.0
6648,16.563,73.83,26.9,28.5,23.2,23.7,1.3,6.2
6649,16.564,73.826,21.7,32.2,24.3,23.7,1.32,6.1
6650,16.566,73.817,25.3,33.1,27.0,21.9,1.32,6.1
6651,16.569,73.709,25.8,24.0,24.8,17.0,1.3,6.1
6652,16.569,73.785,24.1,31.0,24.7,19.2,1.29,6.1
6653,16.57,73.785,24.1,31.0,24.7,19.2,1.29,6.1
6654,16.57,73.785,24.1,31.0,24.7,19.2,1.29,6.1
6655,16.572,73.783,22.5,31.8,26.6,17.6,1.3,6.1
6656,16.586,74.011,24.8,42.6,16.5,17.9,1.28,6.2
6657,16.598,73.775,22.8,28.7,23.7,19.2,1.35,6.1
6658,16.6,74.034,17.0,44.4,20.5,17.5,1.3,6.2
6659,16.606,73.744,20.2,28.2,28.0,18.1,1.36,6.2
6660,16.616,73.65,27.1,26.2,21.5,17.8,1.29,6.2
6661,16.62,73.776,28.3,30.5,21.6,18.4,1.36,6.2
6662,16.633,74.064,16.7,42.3,21.8,17.6,1.33,6.1
6663,16.641,73.736,23.0,26.9,24.4,17.9,1.38,6.1
6664,16.65,74.017,17.8,42.8,21.8,17.6,1.34,6.3
6665,16.657,73.958,17.2,38.8,24.6,16.2,1.4,6.4
6666,16.673,73.768,23.0,27.3,26.0,21.1,1.33,6.1
6667,16.673,73.81,23.7,33.0,23.3,20.1,1.32,6.1
6668,16.674,73.811,24.1,33.1,23.0,21.0,1.32,6.1
6669,16.675,73.812,24.1,33.1,23.0,21.0,1.32,6.1
6670,16.675,73.812,24.1,33.1,23.0,21.0,1.32,6.1
6671,16.677,73.763,21.7,28.5,26.9,21.8,1.35,6.1
6672,16.684,73.726,22.5,29.8,26.2,20.1,1.35,6.1
6673,16.686,73.724,20.7,31.0,26.4,21.0,1.36,6.1
6674,16.709,73.614,21.4,30.6,25.7,20.1,1.37,6.1
6675,16.715,73.788,27.1,30.2,24.0,19.9,1.35,6.2
6676,16.72,73.793,20.7,33.1,24.4,21.0,1.34,6.2
6677,16.723,73.797,19.8,32.7,25.9,22.2,1.35,6.2
6678,16.725,73.798,23.8,32.2,23.0,20.8,1.37,6.2
6679,16.734,73.771,23.3,31.3,27.2,19.1,1.33,6.1
6680,16.736,73.772,24.5,31.0,26.2,20.0,1.32,6.0
6681,16.737,73.773,24.5,31.0,26.2,20.0,1.32,6.0
6682,16.738,73.775,28.1,29.4,22.1,19.2,1.33,6.1
6683,16.745,73.739,24.0,32.4,25.1,24.4,1.34,6.2
6684,16.745,73.789,22.1,31.7,24.0,21.2,1.33,6.2
6685,16.746,73.459,29.4,28.3,24.3,21.1,1.28,6.0
6686,16.748,73.459,29.4,28.3,24.3,21.4,1.28,6.1
6687,16.748,73.458,29.4,28.3,24.3,21.4,1.28,6.1
6688,16.75,73.459,30.8,28.0,23.8,20.9,1.29,6.1
6689,16.750506,73.517045,25.8,28.3,23.3,20.1,1.38,6.0
6690,16.75062,73.515877,24.8,29.5,23.6,23.2,1.37,6.0
6691,16.75064,73.516631,25.8,28.3,23.3,20.1,1.38,6.0
6692,16.75186,73.584442,26.0,29.2,21.7,19.4,1.37,6.0
6693,16.758028,73.797861,26.1,30.8,20.1,23.5,1.3,6.2
6694,16.762333,73.790694,25.9,31.7,20.9,23.7,1.33,6.3
6695,16.76387,73.46766,29.4,29.0,24.3,20.9,1.28,6.1
6696,16.860222,73.799639,31.5,31.0,19.2,18.1,1.32,6.1
6697,16.868667,73.801528,27.7,34.9,19.0,21.4,1.28,6.1
6698,16.872083,74.136556,19.4,41.5,18.1,11.4,1.4,6.4
6699,16.884945,73.86776,27.6,34.9,15.6,21.0,1.27,5.8
6700,16.949944,73.942333,17.8,36.8,23.1,18.0,1.33,6.2
6701,16.95225,73.42578,22.2,35.1,25.7,19.1,1.38,6.1
6702,16.965475,73.843339,26.8,32.1,22.6,16.8,1.37,6.3
6703,16.96655,73.843022,26.8,32.1,22.6,16.8,1.37,6.3
6704,16.973689,73.608629,23.8,30.8,23.3,21.1,1.36,6.1
6705,16.974944,73.789842,28.2,31.6,20.5,20.6,1.35,5.8
6706,16.984481,73.783264,30.3,34.4,20.2,21.8,1.28,5.6
6707,16.986931,73.684917,26.0,33.4,18.2,21.0,1.34,6.1
6708,16.991083,73.866188,31.6,30.7,21.0,17.1,1.38,6.2
6709,16.991667,73.676944,25.3,34.8,21.0,22.0,1.36,6.1
6710,16.991897,73.677049,25.3,34.8,21.0,22.0,1.36,6.1
6711,16.992058,73.675903,25.0,35.0,21.3,23.0,1.37,6.1
6712,16.992226,73.866512,31.6,30.7,21.0,17.1,1.38,6.2
6713,16.992642,73.859669,27.9,30.5,18.4,16.0,1.36,6.1
6714,16.996778,73.773139,27.8,32.1,18.2,23.9,1.35,5.5
6715,16.997482,73.77488,28.2,31.8,18.1,23.5,1.37,5.6
6716,16.999391,73.776772,27.8,32.0,18.5,23.5,1.37,5.6
6717,17.0004,73.67408,25.1,33.4,21.2,20.9,1.34,6.1
6718,17.00053,73.60334,25.0,29.5,23.8,23.0,1.35,6.1
6719,17.000836,73.766952,30.6,30.5,19.1,23.7,1.35,6.2
6720,17.004348,73.764449,28.9,30.7,19.5,21.1,1.34,6.2
6721,17.00531,73.6754,23.8,32.6,21.8,20.5,1.34,6.1
6722,17.00543,73.74246,32.5,28.8,17.8,22.2,1.37,6.2
6723,17.011283,73.772456,31.8,32.0,18.9,18.2,1.37,6.3
6724,17.01254,73.66902,24.2,32.6,21.3,23.0,1.37,6.1
6725,17.01513,73.66608,23.1,30.9,21.2,21.4,1.36,6.1
6726,17.01594,73.778689,32.6,30.5,16.8,19.2,1.39,6.2
6727,17.016,73.494,28.1,32.8,26.2,21.0,1.37,6.1
6728,17.01636,73.68424,26.4,34.6,17.7,23.0,1.37,6.1
6729,17.01669,73.51743,29.3,30.5,25.8,20.1,1.28,6.1
6730,17.017,73.35,25.7,32.6,23.6,16.3,1.37,6.2
6731,17.019539,73.870172,27.0,29.9,19.2,17.2,1.39,6.2
6732,17.01954,73.60603,26.0,27.0,22.0,18.0,1.37,6.0
6733,17.021181,73.866665,0.0,0.0,0.0,0.0,0.0,0.0
6734,17.021389,73.868611,26.6,28.9,21.4,27.6,1.31,6.3
6735,17.021713,73.866012,0.0,0.0,0.0,0.0,0.0,0.0
6736,17.021994,73.868439,27.9,29.2,20.5,28.4,1.33,6.2
6737,17.0225,73.864444,0.0,0.0,0.0,0.0,0.0,0.0
6738,17.023726,73.861928,0.0,0.0,0.0,0.0,0.0,0.0
6739,17.023869,73.858692,0.0,0.0,0.0,0.0,0.0,0.0
6740,17.025,73.269,16.9,36.3,25.5,17.3,1.4,6.3
6741,17.025375,73.861919,30.7,30.8,18.6,19.8,1.28,6.1
6742,17.0276,73.862,30.5,31.6,19.2,18.4,1.28,6.2
6743,17.032956,73.860713,27.7,34.0,19.6,19.2,1.27,6.2
6744,17.034441,73.946716,23.3,33.0,19.3,12.0,1.35,6.3
6745,17.03716,73.62069,23.7,30.3,22.0,21.1,1.33,6.0
6746,17.03721,73.61553,25.6,30.2,22.7,21.0,1.36,6.1
6747,17.039222,73.76601,29.1,33.7,18.8,19.3,1.37,6.2
6748,17.041,73.487,29.0,30.1,25.1,20.4,1.3,6.1
6749,17.041771,73.760624,27.7,32.9,18.5,19.1,1.35,6.2
6750,17.042,73.375,20.9,36.2,24.7,17.8,1.38,6.1
6751,17.042582,73.855544,28.7,32.7,20.2,21.9,1.27,5.8
6752,17.043,73.375,20.9,36.2,24.7,17.8,1.38,6.1
6753,17.044,73.476,28.5,29.1,26.0,20.1,1.33,6.1
6754,17.045,73.376,20.1,35.6,27.1,17.3,1.38,6.2
6755,17.050057,73.951036,23.0,33.8,19.5,12.9,1.34,6.2
6756,17.055,73.438,21.7,36.1,20.2,19.1,1.4,6.1
6757,17.058,73.447,27.7,31.0,23.3,22.2,1.33,6.1
6758,17.0581,74.0253,21.2,36.8,20.1,15.2,1.36,6.2
6759,17.0585,74.0227,17.7,36.2,21.3,17.0,1.35,6.2
6760,17.0589,74.0167,23.8,35.3,20.3,12.3,1.36,6.0
6761,17.0595,74.0197,18.9,35.3,23.8,13.8,1.36,6.2
6762,17.06201,73.942703,20.8,35.9,20.2,17.0,1.33,6.1
6763,17.071,73.45,28.0,30.6,23.9,19.4,1.3,6.1
6764,17.08,73.453,25.3,32.1,26.0,19.0,1.35,5.6
6765,17.091453,73.887741,31.0,31.8,18.8,16.8,1.35,6.1
6766,17.094,73.437,19.6,34.0,24.6,17.9,1.38,5.9
6767,17.09885,73.6845,28.3,33.6,19.8,22.9,1.36,5.7
6768,17.102,73.456,28.3,28.0,26.1,19.0,1.34,6.1
6769,17.102,73.9183,26.1,31.0,20.6,15.4,1.37,6.2
6770,17.1027,73.9193,26.6,32.4,19.3,14.1,1.36,6.1
6771,17.105,73.466,24.8,30.8,24.5,21.5,1.3,6.1
6772,17.106,73.444,25.7,32.0,23.9,21.2,1.35,5.6
6773,17.107,73.417,25.0,30.1,24.7,18.0,1.38,6.1
6774,17.107,73.443,25.7,32.0,23.9,21.2,1.35,5.6
6775,17.109,73.441,27.8,30.6,23.7,18.8,1.34,6.1
6776,17.1103,73.9297,19.4,36.8,20.5,15.4,1.32,6.2
6777,17.112,73.451,25.7,32.7,24.9,19.1,1.38,6.1
6778,17.1122,73.57542,26.1,31.6,18.7,20.0,1.38,5.9
6779,17.115,73.303,15.4,37.7,27.3,17.9,1.37,6.2
6780,17.11931,73.5971,24.0,33.3,21.2,21.4,1.38,5.7
6781,17.123,73.445,22.8,33.6,23.4,19.3,1.35,6.2
6782,17.123,73.352,22.2,34.1,25.0,17.2,1.38,6.1
6783,17.13,73.481,25.2,33.0,24.6,20.1,1.3,5.7
6784,17.13,73.443,21.1,35.1,21.0,19.2,1.37,6.1
6785,17.13,73.881389,28.0,30.4,22.4,17.0,1.37,6.1
6786,17.131,73.325,17.5,38.6,22.2,18.1,1.4,6.2
6787,17.1311,73.9179,26.7,34.6,19.1,17.8,1.28,6.2
6788,17.134,73.466,26.9,32.7,23.9,19.0,1.3,6.1
6789,17.135,73.463,24.1,33.2,25.5,19.8,1.29,6.1
6790,17.1354,73.9833,24.3,34.8,22.5,17.0,1.3,6.2
6791,17.146,73.495,27.7,30.3,24.8,19.3,1.35,5.9
6792,17.148,73.497,26.4,31.6,25.0,19.0,1.36,6.3
6793,17.14915,73.66777,28.4,30.5,19.2,23.7,1.34,5.8
6794,17.1597,73.934075,21.8,42.5,17.2,16.6,1.3,6.0
6795,17.161,73.495,25.7,34.2,26.1,19.4,1.35,6.2
6796,17.166,73.491,28.0,31.0,23.3,20.4,1.34,6.2
6797,17.1663,73.9698,23.1,31.6,23.9,13.2,1.37,6.1
6798,17.168,73.468,29.1,30.1,24.5,19.4,1.37,6.1
6799,17.1682,73.9623,20.4,32.6,25.2,13.8,1.4,6.1
6800,17.169,73.479,28.5,30.7,24.8,19.0,1.37,6.1
6801,17.169,73.475,0.0,0.0,0.0,0.0,0.0,0.0
6802,17.181,73.385,20.1,33.8,28.7,21.1,1.38,6.1
6803,17.181667,74.002222,27.3,34.6,20.1,14.0,1.36,6.2
6804,17.189,73.474,28.1,28.6,27.3,21.4,1.34,6.3
6805,17.19,73.253,19.9,33.0,23.7,18.3,1.18,6.2
6806,17.19,73.422,25.5,32.5,23.4,18.9,1.39,6.1
6807,17.194,73.42,26.2,32.1,21.7,19.0,1.35,6.2
6808,17.196,73.419,23.9,33.2,23.8,19.1,1.34,6.1
6809,17.198,73.43,23.1,32.9,23.8,23.7,1.29,5.7
6810,17.199,73.426,23.0,29.9,25.0,23.9,1.34,5.6
6811,17.199,73.417,23.1,34.9,21.1,19.6,1.34,6.1
6812,17.204444,73.936389,22.2,33.7,24.3,18.7,1.33,6.0
6813,17.206,73.416,24.5,33.4,20.5,30.2,1.24,6.3
6814,17.207222,73.938056,22.3,33.1,25.2,18.0,1.35,6.0
6815,17.21,73.396,23.0,35.0,18.2,20.3,1.34,6.1
6816,17.211,73.399,0.0,0.0,0.0,0.0,0.0,0.0
6817,17.212,73.387,0.0,0.0,0.0,0.0,0.0,0.0
6818,17.215,73.415,23.9,35.7,20.8,20.2,1.28,6.2
6819,17.218,73.412,23.3,34.2,21.5,20.3,1.31,6.2
6820,17.218,73.412,23.3,34.2,21.5,20.3,1.31,6.2
6821,17.222,73.343,21.8,34.8,23.1,19.4,1.38,6.2
6822,17.222,73.414,21.6,34.7,21.4,20.9,1.3,6.2
6823,17.223,73.346,23.4,38.6,19.4,30.2,1.27,6.1
6824,17.22362,73.64404,26.1,33.7,18.7,20.1,1.4,6.3
6825,17.224,73.337,21.0,37.4,23.3,19.3,1.38,5.6
6826,17.224,73.451,28.8,28.0,28.2,19.0,1.35,6.3
6827,17.225,73.4,17.4,36.5,23.3,22.9,1.29,6.1
6828,17.225,73.398,17.4,35.3,26.1,23.3,1.28,6.1
6829,17.2275,73.9422,23.8,35.3,20.0,16.3,1.3,6.2
6830,17.23,73.335,0.0,0.0,0.0,0.0,0.0,0.0
6831,17.232795,73.8858,23.2,40.1,17.5,17.9,1.28,6.2
6832,17.234,73.327,20.6,36.6,21.3,19.0,1.4,6.2
6833,17.245,73.426,28.7,29.0,24.6,19.0,1.36,6.1
6834,17.247,73.444,26.0,31.0,25.9,23.3,1.27,6.1
6835,17.25,73.934271,17.4,35.5,20.6,21.9,1.35,6.2
6836,17.25361,73.933333,18.4,35.6,21.8,16.9,1.35,6.0
6837,17.266,73.429,29.0,30.4,24.3,19.0,1.35,6.1
6838,17.2714,73.859686,25.5,33.8,20.6,18.8,1.32,6.2
6839,17.273,73.374,27.2,30.8,23.9,21.1,1.34,6.1
6840,17.273647,73.8575,24.7,36.5,16.8,18.0,1.3,6.2
6841,17.273944,73.548944,22.9,25.9,22.2,17.9,1.39,6.1
6842,17.273944,73.549056,22.9,25.9,22.2,17.9,1.39,6.1
6843,17.284222,73.637889,30.9,26.8,20.9,17.9,1.38,6.2
6844,17.285528,73.636861,29.6,28.3,24.4,19.2,1.36,6.0
6845,17.286667,73.6515,34.0,28.4,17.1,19.2,1.37,5.5
6846,17.287167,73.630306,34.2,28.3,21.1,20.1,1.34,6.1
6847,17.288222,73.6545,28.6,30.8,18.8,20.4,1.37,5.6
6848,17.288528,73.630861,34.2,28.3,21.1,20.1,1.34,6.1
6849,17.289,73.369,22.2,33.9,26.0,23.2,1.28,5.8
6850,17.289167,73.884444,22.2,37.7,18.1,16.6,1.3,6.1
6851,17.293,73.298,22.7,38.8,20.8,19.1,1.37,6.1
6852,17.296,73.358,23.1,30.8,24.7,20.1,1.4,6.2
6853,17.297667,73.653694,34.5,30.9,15.6,19.3,1.36,6.1
6854,17.298,73.362,27.1,32.8,25.7,19.9,1.33,6.2
6855,17.300528,73.645778,29.3,32.7,17.5,22.9,1.35,6.1
6856,17.301278,73.65175,34.0,30.9,17.0,20.1,1.37,6.1
6857,17.306,73.36,27.4,30.9,24.6,20.9,1.33,6.1
6858,17.308,73.359,27.7,32.6,24.5,19.3,1.36,6.2
6859,17.321,73.354,28.1,32.3,25.3,19.0,1.37,6.1
6860,17.325389,73.652472,26.6,33.6,17.5,24.4,1.31,5.6
6861,17.325472,73.65325,26.6,33.6,17.5,24.4,1.31,5.6
6862,17.325806,73.653806,26.6,33.6,17.5,24.4,1.31,5.6
6863,17.334,73.368,27.8,30.7,26.0,18.7,1.35,6.1
6864,17.338,73.33,29.9,30.7,24.1,16.9,1.39,6.0
6865,17.341,73.372,27.6,31.0,25.2,18.7,1.35,6.2
6866,17.342,73.337,28.9,30.4,24.6,18.8,1.37,6.1
6867,17.35,73.229,22.6,38.9,17.6,17.9,1.4,6.3
6868,17.351,73.231,24.2,40.8,17.3,18.4,1.4,6.2
6869,17.353667,73.522444,22.7,29.0,22.2,19.2,1.42,5.8
6870,17.355,73.233,22.9,40.0,17.2,17.9,1.4,6.2
6871,17.358597,73.800078,34.6,29.7,19.3,16.6,1.37,6.2
6872,17.363916,73.768661,32.1,27.8,20.1,20.4,1.29,6.2
6873,17.364194,73.769722,31.1,27.5,19.8,19.6,1.26,6.2
6874,17.365002,73.770962,31.1,27.5,19.8,19.6,1.26,6.2
6875,17.365613,73.770527,31.1,27.5,19.8,19.6,1.26,6.2
6876,17.368801,73.771862,31.3,27.7,21.5,19.1,1.22,6.2
6877,17.370596,73.767744,30.9,28.2,20.6,20.1,1.24,6.3
6878,17.371725,73.764206,33.0,27.9,19.6,21.6,1.25,6.2
6879,17.371799,73.765385,29.4,28.4,20.6,22.8,1.25,6.2
6880,17.375,73.881944,28.4,29.5,23.7,19.8,1.31,6.2
6881,17.385345,73.752317,29.6,30.6,18.6,19.9,1.33,5.7
6882,17.388202,73.75695,29.9,30.6,19.0,23.5,1.34,5.7
6883,17.388524,73.757859,29.9,30.6,19.0,23.5,1.34,5.7
6884,17.391556,73.669306,25.5,31.1,21.0,23.0,1.26,5.6
6885,17.391847,73.763345,30.5,27.9,21.7,20.9,1.27,5.8
6886,17.39185,73.960221,25.7,33.0,23.1,23.7,1.31,6.2
6887,17.391926,73.955437,22.9,35.1,22.9,24.0,1.31,6.1
6888,17.392,73.259,23.8,33.9,23.4,16.8,1.4,6.2
6889,17.392385,73.957766,30.2,31.8,21.4,24.0,1.32,6.0
6890,17.392611,73.953371,24.0,35.3,21.7,23.7,1.29,6.1
6891,17.393066,73.952133,23.2,36.1,21.6,22.7,1.28,6.2
6892,17.394833,73.952486,22.6,34.6,23.0,22.0,1.3,6.1
6893,17.396549,73.946969,27.1,32.7,23.7,23.7,1.28,6.1
6894,17.396713,73.967934,23.5,34.4,22.4,22.0,1.31,6.0
6895,17.396996,73.969201,26.8,34.6,19.5,21.9,1.31,6.2
6896,17.397366,73.944734,25.0,36.2,23.8,23.6,1.28,6.2
6897,17.398422,73.910893,24.9,34.0,23.2,13.8,1.38,6.0
6898,17.398597,73.945679,25.0,36.2,23.8,23.6,1.28,6.2
6899,17.398612,73.774227,0.0,0.0,0.0,0.0,0.0,0.0
6900,17.3991,73.785,0.0,0.0,0.0,0.0,0.0,0.0
6901,17.399114,73.96878,26.8,34.6,19.5,21.9,1.31,6.2
6902,17.400618,73.913695,23.8,34.9,23.9,13.7,1.38,6.0
6903,17.401143,73.842384,30.3,27.7,24.3,16.8,1.32,6.3
6904,17.401224,73.968553,27.4,35.2,20.8,22.1,1.3,6.2
6905,17.401528,73.915805,23.8,34.9,23.9,13.7,1.38,6.0
6906,17.402233,73.967812,26.8,32.0,22.9,20.1,1.28,6.2
6907,17.403004,73.920285,24.9,35.0,23.7,15.9,1.36,6.1
6908,17.403671,73.943241,21.1,34.0,24.7,23.8,1.28,6.3
6909,17.404346,73.929592,28.0,31.7,25.7,22.1,1.32,6.0
6910,17.404406,73.943454,20.7,34.6,25.6,23.2,1.28,6.2
6911,17.405728,73.943941,20.7,34.6,25.6,23.2,1.28,6.2
6912,17.407425,73.878925,25.7,32.7,22.0,14.1,1.36,6.0
6913,17.408583,73.669583,25.2,28.7,20.9,20.6,1.27,5.9
6914,17.410392,73.875708,33.3,31.9,20.4,16.1,1.34,6.1
6915,17.410778,73.874505,33.3,31.9,20.4,16.1,1.34,6.1
6916,17.411,73.4,32.0,27.6,23.8,18.8,1.35,6.0
6917,17.411111,73.87386,33.3,31.9,20.4,16.1,1.34,6.1
