S.No,Latitude,Longitude,Soil_clay_0_5cm,Soil_sand_0_5cm,Soil_silt_0_5cm,Soil_soc_0_5cm,Soil_bdod_0_5cm,Soil_phh2o_0_5cm
6918,17.4115,73.668056,26.7,28.4,20.2,22.8,1.33,6.0
6919,17.411694,73.589722,29.3,31.1,23.0,21.1,1.3,6.1
6920,17.420723,73.864727,27.1,33.3,21.0,18.0,1.28,6.2
6921,17.42152,73.864777,25.0,32.8,22.1,18.4,1.28,6.2
6922,17.421722,73.863204,24.8,33.5,21.5,18.0,1.28,6.2
6923,17.421838,73.86441,24.8,33.5,21.5,18.0,1.28,6.2
6924,17.425472,73.671083,30.6,28.1,18.3,22.5,1.4,5.6
6925,17.426778,73.666667,32.5,28.4,17.9,21.8,1.37,5.6
6926,17.426944,73.663611,29.7,30.4,18.4,22.8,1.36,5.7
6927,17.446904,73.9581,27.6,32.7,24.1,23.0,1.29,6.2
6928,17.45366,73.949185,25.6,33.1,24.0,22.3,1.27,6.1
6929,17.458963,73.946767,23.6,36.6,21.3,22.0,1.3,6.0
6930,17.462395,73.853096,28.2,29.2,22.5,20.6,1.3,6.2
6931,17.46517,73.863498,29.6,32.3,19.5,17.0,1.37,6.2
6932,17.465522,73.851204,27.5,30.8,21.6,21.9,1.3,6.2
6933,17.468292,73.933528,20.6,37.1,21.6,22.0,1.29,6.1
6934,17.4686,73.9633,25.7,37.3,17.6,17.0,1.33,6.2
6935,17.469431,73.932147,20.7,37.6,21.2,22.0,1.3,6.2
6936,17.469667,73.670889,24.8,33.8,18.8,23.7,1.37,5.7
6937,17.470807,73.93371,20.6,37.6,20.1,22.0,1.3,6.1
6938,17.472254,73.873112,27.7,28.8,25.1,18.3,1.29,6.2
6939,17.47325,73.934776,23.1,36.1,22.2,22.0,1.32,6.0
6940,17.473398,73.859019,29.6,29.3,22.8,16.1,1.3,6.2
6941,17.473602,73.932178,25.0,33.9,23.9,22.0,1.31,6.0
6942,17.475274,73.875266,24.1,29.3,25.7,19.8,1.3,6.2
6943,17.475533,73.933033,25.2,33.7,23.8,22.0,1.31,6.0
6944,17.475928,73.88097,24.4,30.3,25.5,23.1,1.28,6.2
6945,17.476718,73.932634,24.1,32.8,24.4,18.0,1.33,6.0
6946,17.476886,73.8772,25.0,29.4,25.5,20.1,1.27,6.3
6947,17.477,73.443,29.5,26.3,23.2,18.9,1.38,6.0
6948,17.478139,73.857786,31.0,29.6,21.4,16.6,1.33,6.1
6949,17.478305,73.880142,25.4,32.0,24.3,22.8,1.27,6.3
6950,17.479444,73.886944,28.9,31.9,22.1,18.1,1.26,6.2
6951,17.481667,73.891667,23.7,31.3,26.4,18.6,1.28,6.0
6952,17.482,73.223,0.0,0.0,0.0,0.0,0.0,0.0
6953,17.482846,73.855879,30.3,30.8,20.9,23.0,1.35,6.1
6954,17.484,73.463,31.9,28.6,22.7,18.4,1.33,5.9
6955,17.484711,73.856036,30.3,30.5,22.2,21.0,1.33,6.2
6956,17.486,73.202,24.2,33.8,25.0,17.0,1.4,6.2
6957,17.486292,73.927921,25.1,34.7,22.0,17.0,1.3,6.3
6958,17.4869,73.855475,30.3,29.3,21.1,23.7,1.3,6.2
6959,17.487129,73.929694,25.1,34.7,22.0,17.0,1.3,6.3
6960,17.4873,73.931045,28.0,33.6,21.9,16.6,1.31,6.3
6961,17.487402,73.927309,25.4,34.0,22.5,21.6,1.31,6.2
6962,17.488,73.204,24.8,34.7,24.9,18.0,1.33,6.2
6963,17.489268,73.930062,28.1,34.0,20.5,17.1,1.32,6.2
6964,17.489522,73.855608,28.8,29.9,24.3,18.0,1.27,6.2
6965,17.49,73.9611,27.5,39.7,16.6,19.2,1.34,6.3
6966,17.490384,73.853991,26.6,28.7,23.1,19.2,1.25,6.2
6967,17.4908,73.9583,23.5,39.9,17.4,18.5,1.33,6.3
6968,17.4908,73.9608,25.3,40.7,17.2,18.8,1.33,6.3
6969,17.491667,73.961111,25.3,40.7,17.2,18.8,1.33,6.3
6970,17.491667,73.961667,34.4,32.1,18.2,18.1,1.35,6.1
6971,17.49187,73.855203,26.6,28.7,23.1,19.2,1.25,6.2
6972,17.493184,73.855595,30.3,26.7,20.6,18.0,1.25,6.2
6973,17.494711,73.856824,30.3,26.7,20.6,18.0,1.25,6.2
6974,17.51,73.475,28.8,28.1,23.4,18.0,1.34,6.0
6975,17.520344,73.879159,24.4,34.3,24.4,23.7,1.27,6.2
6976,17.521,73.194,23.9,36.3,24.7,17.0,1.38,6.2
6977,17.52176,73.878548,24.0,36.0,23.1,19.5,1.27,6.2
6978,17.524617,73.822398,34.8,30.4,20.9,25.0,1.27,6.3
6979,17.525227,73.966492,34.2,30.8,18.4,15.8,1.38,6.2
6980,17.532,73.484,27.7,27.2,28.3,19.2,1.35,6.0
6981,17.533879,73.962582,27.2,37.4,15.7,20.0,1.35,6.4
6982,17.542,73.474,26.2,28.3,29.7,19.8,1.33,6.2
6983,17.542,73.375,22.9,33.3,25.5,21.6,1.28,5.6
6984,17.542,73.367,24.5,32.6,24.5,19.0,1.3,5.6
6985,17.545485,73.888822,28.0,30.4,23.7,29.2,1.32,6.2
6986,17.547,73.463,28.0,30.1,23.3,18.4,1.35,5.9
6987,17.547,73.49,0.0,0.0,0.0,0.0,0.0,0.0
6988,17.548,73.462,28.4,29.9,23.3,18.0,1.34,5.9
6989,17.549,73.425,25.7,32.8,22.0,18.0,1.33,6.1
6990,17.553,73.235,26.4,35.4,23.6,17.1,1.38,6.2
6991,17.55385,73.852977,21.6,31.5,24.3,18.0,1.27,6.0
6992,17.554139,73.50875,27.4,30.7,26.4,20.3,1.3,6.1
6993,17.555778,73.501306,25.3,31.9,26.2,19.8,1.29,6.0
6994,17.557,73.499,25.3,33.0,23.3,19.2,1.3,6.1
6995,17.558,73.364,23.9,34.9,23.3,21.0,1.3,5.7
6996,17.559,73.362,24.8,35.1,22.5,21.6,1.3,5.9
6997,17.562,73.376,23.7,34.9,24.9,19.4,1.35,6.2
6998,17.563,73.342,21.8,35.3,26.4,19.2,1.36,6.0
6999,17.564,73.259,26.9,35.3,20.7,19.0,1.29,5.6
7000,17.564,73.212,20.6,38.9,18.1,17.0,1.35,6.2
7001,17.567,73.19,23.8,38.8,22.2,19.1,1.4,6.2
7002,17.569,73.294,25.1,33.8,21.1,19.6,1.37,5.7
7003,17.569,73.254,23.3,38.9,18.1,24.3,1.33,5.6
7004,17.572,73.299,27.9,31.5,24.7,19.0,1.3,5.6
7005,17.572,73.454,25.3,35.2,24.9,30.1,1.25,5.9
7006,17.574,73.176,25.4,32.8,21.9,26.9,1.25,6.4
7007,17.575,73.429,27.0,31.0,24.2,19.2,1.34,6.1
7008,17.575,73.438,25.5,33.4,25.5,21.4,1.34,5.6
7009,17.576,73.444,25.0,35.2,25.5,19.5,1.34,5.7
7010,17.576,73.186,21.9,38.8,20.8,17.2,1.42,6.2
7011,17.577,73.451,0.0,0.0,0.0,0.0,0.0,0.0
7012,17.584833,73.595667,29.3,23.2,23.1,20.5,1.37,6.0
7013,17.585,73.202,0.0,0.0,0.0,0.0,0.0,0.0
7014,17.586135,73.86004,31.0,25.9,23.9,21.0,1.25,6.1
7015,17.588,73.225,23.8,36.4,20.0,25.9,1.28,5.9
7016,17.588,73.175,22.9,38.9,21.2,27.6,1.31,6.3
7017,17.589,73.409,27.7,30.1,27.0,19.0,1.28,6.1
7018,17.589,73.231,23.8,39.1,20.0,20.9,1.36,6.1
7019,17.589583,73.594833,29.1,23.6,24.4,20.5,1.36,6.0
7020,17.59,73.192,22.0,34.5,21.9,27.9,1.32,6.4
7021,17.59,73.379,30.7,30.3,22.5,19.2,1.29,6.1
7022,17.59,73.172,23.9,36.4,23.1,18.8,1.38,6.2
7023,17.593,73.21,23.2,38.0,21.0,17.1,1.37,6.2
7024,17.595,73.217,22.7,37.2,20.1,18.2,1.29,6.3
7025,17.599836,73.851372,31.7,26.5,21.2,18.6,1.25,6.1
7026,17.601,73.228,21.5,35.3,23.9,19.1,1.35,6.2
7027,17.61125,73.637667,30.6,23.8,26.1,19.4,1.32,6.0
7028,17.614,73.286,22.8,34.6,22.1,21.9,1.33,6.1
7029,17.628,73.256,24.0,33.1,28.6,19.0,1.29,6.2
7030,17.633,73.16,22.7,35.7,26.7,17.0,1.42,5.7
7031,17.635,73.256,22.0,36.5,25.4,19.0,1.35,6.2
7032,17.638873,73.838609,27.1,30.1,20.6,21.6,1.25,6.0
7033,17.644,73.241,27.7,32.6,25.8,19.0,1.37,6.1
7034,17.644,73.167,23.9,35.4,25.7,17.0,1.36,6.2
7035,17.646,73.248,27.0,33.0,28.1,17.6,1.34,6.2
7036,17.648996,73.914925,36.6,29.0,20.7,17.4,1.34,6.2
7037,17.649391,73.913846,29.8,31.8,22.4,18.3,1.34,6.2
7038,17.649722,73.568944,30.2,32.6,22.6,22.6,1.31,5.8
7039,17.65,73.236,26.0,32.1,26.0,19.3,1.29,6.1
7040,17.65,73.174,27.9,34.6,24.9,17.0,1.36,5.6
7041,17.658,73.242,27.1,31.1,28.3,18.0,1.33,5.7
7042,17.658,73.245,29.4,30.4,25.3,18.8,1.33,6.2
7043,17.6593,73.175,28.5,30.8,24.5,16.0,1.4,6.1
7044,17.664,73.489,32.1,32.5,22.2,21.0,1.29,5.9
7045,17.665,73.247,30.8,30.6,24.2,19.6,1.32,5.6
7046,17.667,73.417,30.1,29.9,23.8,18.0,1.26,5.8
7047,17.676,73.249,29.4,30.7,23.7,19.2,1.34,6.1
7048,17.676472,73.592972,26.1,28.1,19.0,23.0,1.37,6.1
7049,17.676875,73.969098,30.4,32.7,14.9,21.8,1.35,6.4
7050,17.684199,73.824722,30.3,30.2,20.9,22.4,1.29,6.1
7051,17.685556,73.563667,29.6,27.0,27.2,19.1,1.35,5.9
7052,17.687444,73.572389,32.4,27.6,23.2,22.3,1.36,5.6
7053,17.689083,73.5695,34.1,27.1,24.1,20.0,1.37,5.6
7054,17.691,73.245,29.1,30.9,24.6,21.4,1.35,5.6
7055,17.69275,73.581556,25.2,31.4,19.1,23.7,1.37,6.1
7056,17.692915,73.806541,26.4,30.7,22.5,19.4,1.24,6.0
7057,17.695611,73.583944,25.1,31.4,19.1,23.8,1.37,5.7
7058,17.697,73.408,32.8,29.1,22.7,21.2,1.33,6.0
7059,17.697,73.139,22.2,36.2,26.2,16.8,1.44,6.3
7060,17.698278,73.581806,29.7,32.8,16.9,20.1,1.4,5.6
7061,17.702,73.407,31.9,30.7,23.5,20.8,1.33,5.6
7062,17.703361,73.603889,34.7,29.5,18.0,24.3,1.35,5.6
7063,17.704,73.202,28.2,30.7,21.9,17.6,1.4,6.1
7064,17.714222,73.725028,0.0,0.0,0.0,0.0,0.0,0.0
7065,17.717,73.46,27.8,28.1,25.8,16.0,1.37,6.0
7066,17.717,73.416,27.5,26.8,31.5,17.0,1.36,6.1
7067,17.717,73.462,27.8,28.1,25.8,16.0,1.37,6.0
7068,17.719,73.433,25.3,29.0,30.8,17.5,1.38,6.1
7069,17.72,73.474,26.3,27.5,29.3,19.0,1.38,6.0
7070,17.721517,73.764468,30.9,30.1,20.6,21.5,1.34,6.1
7071,17.721938,73.762276,34.5,28.9,18.9,19.8,1.35,6.1
7072,17.725889,73.601111,35.5,27.7,18.3,21.0,1.28,5.7
7073,17.733167,73.652028,34.7,26.7,19.0,32.8,1.27,6.2
7074,17.738,73.211,27.9,33.2,25.0,18.6,1.38,5.7
7075,17.74775,73.657444,34.7,29.6,20.1,20.0,1.35,6.1
7076,17.752387,73.786731,31.0,25.8,22.6,23.7,1.23,5.8
7077,17.75892,73.50024,32.0,27.0,22.5,22.8,1.37,5.6
7078,17.759035,73.783822,28.1,26.0,24.4,22.2,1.23,6.0
7079,17.761331,73.782372,31.0,26.6,23.8,21.3,1.26,6.2
7080,17.761852,73.782104,31.0,26.6,23.8,21.3,1.26,6.2
7081,17.762955,73.78129,31.9,27.2,23.2,19.6,1.26,6.2
7082,17.766086,73.798277,32.9,26.6,24.2,22.0,1.27,6.1
7083,17.778492,73.783281,37.4,26.5,21.0,22.9,1.26,6.2
7084,17.779033,73.901586,24.4,30.0,21.1,22.7,1.29,6.2
7085,17.78128,73.42688,29.6,27.3,27.4,21.1,1.35,6.0
7086,17.784045,73.785803,37.2,26.1,20.7,22.0,1.27,6.2
7087,17.785571,73.873238,23.0,33.1,23.6,20.1,1.28,6.2
7088,17.78631,73.878484,18.7,34.3,24.1,19.9,1.28,6.2
7089,17.788324,73.786417,34.6,28.5,24.2,20.1,1.26,6.1
7090,17.790352,73.864937,23.8,30.8,28.8,24.0,1.22,6.1
7091,17.79819,73.70809,32.5,26.4,19.5,18.0,1.29,6.2
7092,17.79967,73.7121,33.0,27.1,21.1,19.8,1.27,6.2
7093,17.79967,73.71211,33.0,27.1,21.1,19.8,1.27,6.2
7094,17.802881,73.845634,29.3,26.2,25.0,18.1,1.31,6.2
7095,17.803478,73.844418,27.5,26.3,28.4,18.6,1.31,6.3
7096,17.80375,73.10468,25.5,34.3,26.7,23.9,1.3,6.4
7097,17.8049,73.70938,31.8,26.4,24.8,23.0,1.26,6.0
7098,17.80498,73.70938,31.8,26.4,24.8,23.0,1.26,6.0
7099,17.814,73.326,30.3,27.1,25.5,20.2,1.36,5.6
7100,17.81444,73.67594,32.5,26.5,20.3,20.6,1.3,5.7
7101,17.814803,73.840508,23.8,31.0,28.4,22.1,1.28,6.2
7102,17.81536,73.44947,32.6,27.1,22.4,22.6,1.37,5.7
7103,17.818086,73.841804,26.5,28.8,28.4,22.0,1.3,6.2
7104,17.819593,73.771287,35.6,25.3,23.6,23.0,1.23,6.1
7105,17.83223,73.14884,25.6,33.7,24.6,19.3,1.33,6.1
7106,17.84827,73.67419,31.1,25.4,22.6,21.0,1.25,6.0
7107,17.84842,73.64756,34.7,29.0,19.8,19.6,1.28,5.8
7108,17.8502,73.10267,21.6,38.9,21.7,18.6,1.42,6.3
7109,17.85064,73.63476,35.1,27.8,19.8,22.1,1.31,5.8
7110,17.8515,73.40094,31.8,24.2,26.7,19.6,1.38,6.2
7111,17.8526,73.64557,32.8,29.6,20.6,19.5,1.3,5.7
7112,17.86003,73.4688,36.9,27.4,17.6,22.7,1.37,6.2
7113,17.86478,73.6732,28.5,27.4,21.4,31.4,1.17,6.1
7114,17.866835,73.750793,30.6,26.2,26.7,18.0,1.28,6.1
7115,17.8679,73.74183,31.9,26.7,20.6,20.0,1.27,6.0
7116,17.86861,73.74122,31.9,26.7,20.6,20.0,1.27,6.0
7117,17.86874,73.67768,29.7,29.7,20.0,33.1,1.15,5.6
7118,17.86935,73.73753,30.0,26.0,24.5,23.7,1.25,6.0
7119,17.86946,73.7383,29.9,26.6,23.5,23.5,1.25,6.0
7120,17.87278,73.73698,30.3,26.1,22.2,22.4,1.25,6.1
7121,17.88074,73.73603,33.3,26.0,23.8,23.5,1.24,6.0
7122,17.88139,73.47944,33.8,25.8,23.9,22.8,1.35,6.0
7123,17.88228,73.38417,36.0,27.0,20.0,25.0,1.37,6.0
7124,17.88228,73.53484,30.7,30.2,20.5,22.8,1.38,6.1
7125,17.88279,73.53443,29.9,30.2,20.3,22.9,1.38,6.2
7126,17.884433,73.44205556,32.1,28.0,18.0,23.0,1.37,5.9
7127,17.88496,73.779165,30.5,29.3,22.2,23.1,1.23,6.1
7128,17.88775,73.39036,33.1,24.8,22.9,22.8,1.38,5.8
7129,17.88877,73.72799,35.7,29.4,21.9,32.4,1.12,5.5
7130,17.88958,73.59364,29.3,31.7,20.1,20.5,1.31,6.2
7131,17.89086,73.38872,32.1,23.5,23.9,20.8,1.38,6.1
7132,17.89152,73.15311,29.4,32.6,23.2,19.4,1.37,6.1
7133,17.89287,73.5264,39.3,26.6,19.1,21.0,1.31,5.6
7134,17.89325,73.38956,30.8,24.6,24.6,18.0,1.38,6.1
7135,17.894333,73.44069444,36.0,30.6,18.2,22.7,1.34,6.1
7136,17.89448,73.52873,36.9,26.3,20.2,23.0,1.37,5.6
7137,17.89461,73.71662,31.5,26.0,21.7,31.9,1.17,5.8
7138,17.894944,73.43930556,35.4,30.1,21.1,22.8,1.37,6.1
7139,17.895722,73.43802778,35.4,30.1,21.1,22.8,1.37,6.1
7140,17.89681,73.52662,36.9,26.6,18.5,23.1,1.36,5.7
7141,17.89729,73.71691,31.8,26.2,22.5,31.0,1.2,5.6
7142,17.897854,73.768457,24.5,29.8,23.6,23.6,1.23,6.0
7143,17.89876,73.52508,36.7,25.8,18.5,23.3,1.34,5.6
7144,17.90011,73.52484,36.9,25.6,18.6,23.1,1.37,5.6
7145,17.90019,73.46955,30.3,27.0,26.4,23.0,1.36,5.7
7146,17.901,73.43767,35.5,29.3,18.4,20.9,1.34,6.1
7147,17.90114,73.52351,36.9,25.6,18.6,23.1,1.37,5.6
7148,17.90126,73.35302,38.1,25.7,20.4,23.8,1.37,5.7
7149,17.90595,73.69361,29.4,26.0,21.2,28.0,1.1,5.6
7150,17.90938,73.732333,35.1,30.2,23.4,26.4,1.2,6.2
7151,17.9108,73.7322,35.1,30.2,23.4,26.4,1.2,6.2
7152,17.912117,73.76638333,23.3,32.3,25.1,23.7,1.24,6.0
7153,17.91215,73.76568333,23.3,32.3,25.1,23.7,1.24,6.0
7154,17.91252,73.6073,36.2,28.2,18.6,24.1,1.25,5.8
7155,17.91898,73.54051,36.1,28.2,18.5,23.6,1.38,5.6
7156,17.92089,73.52847,33.1,25.8,22.4,20.8,1.37,5.6
7157,17.921778,73.83377778,25.1,30.0,25.3,22.1,1.29,6.2
7158,17.922583,73.83863889,25.7,29.8,24.4,20.3,1.3,6.3
7159,17.9226,73.70575,29.1,25.6,22.4,29.0,1.17,6.2
7160,17.92325,73.83658333,22.5,33.1,26.6,19.4,1.28,6.3
7161,17.92338,73.59939,35.7,28.3,20.2,23.0,1.25,5.6
7162,17.92338,73.59939,35.7,28.3,20.2,23.0,1.25,5.6
7163,17.923417,73.83705556,22.5,33.1,26.6,19.4,1.28,6.3
7164,17.92375,73.83772222,26.2,30.7,23.5,19.6,1.28,6.3
7165,17.923778,73.8215,26.0,27.5,27.7,23.2,1.2,6.1
7166,17.924333,73.83579722,22.5,33.1,26.6,19.4,1.28,6.3
7167,17.92434,73.60147,34.7,28.1,21.1,22.5,1.23,5.7
7168,17.92434,73.60147,34.7,28.1,21.1,22.5,1.23,5.7
7169,17.925,73.62361,37.1,26.4,20.4,29.6,1.17,5.6
7170,17.9252,73.70042,29.2,25.7,22.3,28.1,1.14,5.9
7171,17.925306,73.84027778,23.1,31.8,25.5,19.5,1.28,6.3
7172,17.925444,73.8405,23.1,31.8,25.5,19.5,1.28,6.3
7173,17.92558,73.60273,35.7,28.3,19.9,21.6,1.27,5.7
7174,17.92558,73.60272,35.7,28.3,19.9,21.6,1.27,5.7
7175,17.92591,73.5266,35.7,24.6,22.4,23.7,1.34,6.1
7176,17.926077,73.841165,23.1,31.8,25.5,19.5,1.28,6.3
7177,17.927306,73.84230556,21.9,32.3,24.2,17.0,1.3,6.2
7178,17.92775,73.84258333,22.1,34.9,23.9,18.6,1.31,6.2
7179,17.92859,73.63148,38.2,27.0,18.4,29.1,1.1,5.6
7180,17.92889,73.43903,31.8,22.4,23.6,20.0,1.36,6.1
7181,17.929111,73.83780556,22.0,34.7,25.8,21.4,1.28,6.2
7182,17.929139,73.83819444,22.0,34.7,25.8,21.4,1.28,6.2
7183,17.929167,73.83736111,22.0,34.7,25.8,21.4,1.28,6.2
7184,17.929222,73.83822222,22.0,34.7,25.8,21.4,1.28,6.2
7185,17.92925,73.82486111,22.6,30.4,27.3,22.2,1.2,6.2
7186,17.929306,73.83652778,22.2,33.1,26.2,22.0,1.27,6.2
7187,17.929306,73.83597222,22.2,33.1,26.2,22.0,1.27,6.2
7188,17.929361,73.83727778,22.2,33.1,26.2,22.0,1.27,6.2
7189,17.929361,73.8365,22.2,33.1,26.2,22.0,1.27,6.2
7190,17.929389,73.83880556,22.0,34.7,25.8,21.4,1.28,6.2
7191,17.929389,73.83905556,22.0,34.7,25.8,21.4,1.28,6.2
7192,17.929444,73.83511111,22.2,33.1,26.2,22.0,1.27,6.2
7193,17.9295,73.82622222,23.4,29.8,27.3,22.7,1.2,6.2
7194,17.929528,73.83925,22.0,34.7,25.8,21.4,1.28,6.2
7195,17.929528,73.83933333,22.0,34.7,25.8,21.4,1.28,6.2
7196,17.929556,73.83463889,22.0,33.9,25.8,21.9,1.27,6.2
7197,17.929583,73.83938889,22.0,34.7,25.8,21.4,1.28,6.2
7198,17.929806,73.84083333,24.4,31.9,24.8,19.5,1.3,6.3
7199,17.929861,73.84119444,24.4,31.9,24.8,19.5,1.3,6.3
7200,17.929917,73.84138889,24.4,31.9,24.8,19.5,1.3,6.3
7201,17.929944,73.8415,23.7,31.1,22.4,20.8,1.3,6.2
7202,17.929972,73.84427778,27.8,33.0,19.5,17.9,1.35,6.5
7203,17.930028,73.84183333,26.6,33.3,21.3,19.6,1.36,6.4
7204,17.930056,73.84183333,26.6,33.3,21.3,19.6,1.36,6.4
7205,17.930111,73.84072222,23.7,31.1,22.4,20.8,1.3,6.2
7206,17.930111,73.84011111,23.7,31.1,22.4,20.8,1.3,6.2
7207,17.930278,73.8275,21.8,29.9,31.4,22.7,1.23,6.2
7208,17.930667,73.82708333,21.8,29.9,31.4,22.7,1.23,6.2
7209,17.930694,73.82766667,21.8,29.9,31.4,22.7,1.23,6.2
7210,17.93082,73.63583,35.6,27.1,20.2,28.9,1.14,5.6
7211,17.930861,73.83261111,23.2,28.8,30.3,23.7,1.23,6.2
7212,17.931028,73.83230556,23.2,28.8,30.3,23.7,1.23,6.2
7213,17.931111,73.84255556,26.6,33.3,21.3,19.6,1.36,6.4
7214,17.931417,73.84313889,26.6,33.3,21.3,19.6,1.36,6.4
7215,17.931472,73.83188889,23.2,28.8,30.3,23.7,1.23,6.2
7216,17.93162,73.58737,36.7,27.6,17.0,21.6,1.23,5.6
7217,17.931889,73.83188889,23.2,28.8,30.3,23.7,1.23,6.2
7218,17.931917,73.83111111,23.2,28.8,30.3,23.7,1.23,6.2
7219,17.93213,73.58628,36.2,27.3,17.4,22.6,1.23,5.6
7220,17.932361,73.85013889,27.4,33.1,20.5,19.5,1.36,6.3
7221,17.932361,73.85013889,27.4,33.1,20.5,19.5,1.36,6.3
7222,17.932639,73.84966667,27.4,33.1,20.5,19.5,1.36,6.3
7223,17.93275,73.84855556,29.2,33.2,19.2,18.0,1.34,6.4
7224,17.932806,73.84813889,29.2,33.2,19.2,18.0,1.34,6.4
7225,17.932833,73.8475,29.2,33.2,19.2,18.0,1.34,6.4
7226,17.933139,73.83058333,23.7,29.4,30.1,23.9,1.2,6.2
7227,17.93314,73.43903,32.4,26.5,22.6,21.4,1.36,5.9
7228,17.93332,73.55906,35.8,26.5,19.1,23.5,1.35,6.2
7229,17.933389,73.85183333,27.4,33.1,20.5,19.5,1.36,6.3
7230,17.93378,73.58406,33.0,28.2,18.2,24.2,1.22,5.6
7231,17.934083,73.81819444,20.9,33.5,30.0,20.9,1.25,6.0
7232,17.93425,73.52048,34.3,24.1,24.7,23.4,1.32,5.9
7233,17.934278,73.83077778,23.7,29.4,30.1,23.9,1.2,6.2
7234,17.93463,73.58388,33.0,28.2,18.2,24.2,1.22,5.6
7235,17.93475,73.83113889,23.7,29.6,28.7,23.8,1.22,6.2
7236,17.935066,73.831652,23.7,29.6,28.7,23.8,1.22,6.2
7237,17.9355,73.83219444,23.7,29.6,28.7,23.8,1.22,6.2
7238,17.936056,73.85572222,24.1,35.5,21.1,22.0,1.35,6.1
7239,17.936056,73.85572222,24.1,35.5,21.1,22.0,1.35,6.1
7240,17.93611,73.56611,35.7,28.4,18.5,22.9,1.42,5.8
7241,17.936111,73.82355556,23.1,31.2,29.7,22.8,1.25,6.2
7242,17.936194,73.82322222,23.1,31.2,29.7,22.8,1.25,6.2
7243,17.9362,73.8247,22.6,30.3,29.8,23.7,1.2,6.2
7244,17.936222,73.83172222,23.7,29.6,28.7,23.8,1.22,6.2
7245,17.93625,73.856,24.1,35.5,21.1,22.0,1.35,6.1
7246,17.936278,73.82275,23.1,31.2,29.7,22.8,1.25,6.2
7247,17.936417,73.85622222,24.1,35.5,21.1,22.0,1.35,6.1
7248,17.936444,73.83252778,23.7,29.6,28.7,23.8,1.22,6.2
7249,17.936556,73.85613889,24.1,35.5,21.1,22.0,1.35,6.1
7250,17.936889,73.82572222,22.6,30.3,29.8,23.7,1.2,6.2
7251,17.937056,73.82591667,22.6,30.3,29.8,23.7,1.2,6.2
7252,17.937278,73.82616667,23.0,30.6,28.7,22.1,1.21,6.2
7253,17.937806,73.82636111,23.0,30.6,28.7,22.1,1.21,6.2
7254,17.938,73.83138889,22.2,29.0,31.2,23.1,1.2,6.2
7255,17.93853,73.56892,34.2,28.0,18.6,22.3,1.4,5.8
7256,17.938583,73.82672222,23.0,30.6,28.7,22.1,1.21,6.2
7257,17.938583,73.82672222,23.0,30.6,28.7,22.1,1.21,6.2
7258,17.939222,73.83141667,22.2,29.0,31.2,23.1,1.2,6.2
7259,17.9395,73.83141667,21.4,31.7,25.8,22.0,1.27,6.1
7260,17.941333,73.86216667,36.4,28.6,18.1,20.1,1.35,6.6
7261,17.945139,73.82661111,24.2,30.4,27.2,22.1,1.3,6.2
7262,17.945692,73.82647222,24.2,30.4,27.2,22.1,1.3,6.2
7263,17.94672,73.57492,36.6,29.0,18.2,21.9,1.27,5.6
7264,17.94774,73.62375,40.7,27.3,17.1,25.2,1.23,6.1
7265,17.94814,73.57444,36.6,29.0,18.2,21.9,1.27,5.6
7266,17.94828,73.57978,36.5,29.6,18.6,22.4,1.28,5.9
7267,17.95145,73.71837,34.5,27.9,20.9,17.1,1.3,6.1
7268,17.95361,73.44967,35.9,22.9,23.6,21.0,1.34,6.1
7269,17.9545,73.44947,34.2,24.4,23.1,21.2,1.36,6.0
7270,17.95566,73.0355,23.2,39.1,18.5,19.0,1.33,6.2
7271,17.95769,73.40433,32.4,25.8,27.1,21.4,1.35,6.0
7272,17.95878,73.40422,31.8,25.8,27.1,20.5,1.35,5.8
7273,17.96306,73.27703,35.7,29.0,20.1,21.1,1.31,6.0
7274,17.96347,73.47654,31.0,23.7,27.9,19.1,1.37,6.1
7275,17.97145,73.11224,21.2,34.8,25.9,19.2,1.38,5.7
7276,17.97923,73.04431,0.0,0.0,0.0,0.0,0.0,0.0
7277,17.97968,73.06079,24.1,39.5,19.1,17.5,1.4,6.2
7278,17.98026,73.08446,21.7,39.0,20.5,19.2,1.37,6.0
7279,17.98097,73.08664,23.5,35.2,23.5,19.3,1.27,6.2
7280,17.98406,73.44101,30.4,28.6,25.5,23.0,1.34,6.1
7281,17.99185,73.57236,33.1,27.2,20.8,20.8,1.37,6.1
7282,17.99423,73.06428,0.0,0.0,0.0,0.0,0.0,0.0
7283,17.99767,73.41231,32.3,29.2,25.5,23.6,1.37,6.0
7285,18.00904,73.11461,26.4,34.7,20.2,17.0,1.4,6.1
7286,18.01092,73.02641,23.4,39.1,22.1,16.0,1.4,6.2
7287,18.01311,73.2088,29.4,32.3,19.5,21.9,1.29,6.1
7288,18.01785,73.02807,23.8,38.9,22.5,16.2,1.11,6.2
7289,18.020416,73.794758,23.1,30.9,27.3,23.3,1.23,6.3
7290,18.021895,73.797905,25.8,28.4,27.3,22.8,1.2,6.1
7291,18.03,73.32,35.0,27.8,20.8,25.0,1.33,5.6
7292,18.03889,73.13409,24.8,34.3,20.6,19.0,1.37,6.2
7293,18.03915,73.1511,0.0,0.0,0.0,0.0,0.0,0.0
7294,18.039167,73.143333,29.3,30.3,22.2,19.3,1.3,6.1
7295,18.039953,73.8443,25.1,30.9,21.6,19.8,1.31,6.2
