S.No,Landslide,Sample_Type,Latitude,Longitude,State,District,Subdivision Or Taluk,Material Involved,Movement Type,Initiation_Year,History_date,Slide_Name
37323,0,Background,16.799942,74.077029,Western Ghats Region,Background / Unspecified,,,,,,
37324,0,Background,11.92767,76.567261,Western Ghats Region,Background / Unspecified,,,,,,
37325,0,Background,12.391336,76.145921,Western Ghats Region,Background / Unspecified,,,,,,
37326,0,Background,9.996914,77.704459,Western Ghats Region,Background / Unspecified,,,,,,
37327,0,Background,17.404576,74.172534,Western Ghats Region,Background / Unspecified,,,,,,
37328,0,Background,14.831809,74.600079,Western Ghats Region,Background / Unspecified,,,,,,
37329,0,Background,16.47417,73.781435,Western Ghats Region,Background / Unspecified,,,,,,
37330,0,Background,9.787851,76.819912,Western Ghats Region,Background / Unspecified,,,,,,
37331,0,Background,12.710926,76.004128,Western Ghats Region,Background / Unspecified,,,,,,
37332,0,Background,9.911276,77.084335,Western Ghats Region,Background / Unspecified,,,,,,
37333,0,Background,11.429081,77.029307,Western Ghats Region,Background / Unspecified,,,,,,
37334,0,Background,14.287254,75.441019,Western Ghats Region,Background / Unspecified,,,,,,
37335,0,Background,19.315315,73.964504,Western Ghats Region,Background / Unspecified,,,,,,
37336,0,Background,17.030058,74.160077,Western Ghats Region,Background / Unspecified,,,,,,
37337,0,Background,18.329509,73.357684,Western Ghats Region,Background / Unspecified,,,,,,
37338,0,Background,8.42471,77.462216,Western Ghats Region,Background / Unspecified,,,,,,
37339,0,Background,16.745316,73.371869,Western Ghats Region,Background / Unspecified,,,,,,
37340,0,Background,19.603622,73.661227,Western Ghats Region,Background / Unspecified,,,,,,
37341,0,Background,15.784326,74.489565,Western Ghats Region,Background / Unspecified,,,,,,
37342,0,Background,15.833839,74.249287,Western Ghats Region,Background / Unspecified,,,,,,
37343,0,Background,18.859284,72.927539,Western Ghats Region,Background / Unspecified,,,,,,
37344,0,Background,11.761443,76.255991,Western Ghats Region,Background / Unspecified,,,,,,
37345,0,Background,14.945272,74.987167,Western Ghats Region,Background / Unspecified,,,,,,
37346,0,Background,10.111631,77.300001,Western Ghats Region,Background / Unspecified,,,,,,
37347,0,Background,12.259761,76.319086,Western Ghats Region,Background / Unspecified,,,,,,
37348,0,Background,10.963554,77.083893,Western Ghats Region,Background / Unspecified,,,,,,
37349,0,Background,13.952924,74.930367,Western Ghats Region,Background / Unspecified,,,,,,
37350,0,Background,11.130641,77.230567,Western Ghats Region,Background / Unspecified,,,,,,
37351,0,Background,13.628822,75.245268,Western Ghats Region,Background / Unspecified,,,,,,
37352,0,Background,16.130041,73.959703,Western Ghats Region,Background / Unspecified,,,,,,
37353,0,Background,14.699701,75.31945,Western Ghats Region,Background / Unspecified,,,,,,
37354,0,Background,13.551188,75.960403,Western Ghats Region,Background / Unspecified,,,,,,
37355,0,Background,12.094866,75.6589,Western Ghats Region,Background / Unspecified,,,,,,
37356,0,Background,9.405276,76.860891,Western Ghats Region,Background / Unspecified,,,,,,
37357,0,Background,11.765669,76.684943,Western Ghats Region,Background / Unspecified,,,,,,
37358,0,Background,11.023901,77.216844,Western Ghats Region,Background / Unspecified,,,,,,
37359,0,Background,8.962362,76.619849,Western Ghats Region,Background / Unspecified,,,,,,
37360,0,Background,18.077716,73.5769,Western Ghats Region,Background / Unspecified,,,,,,
37361,0,Background,15.153851,73.996914,Western Ghats Region,Background / Unspecified,,,,,,
37362,0,Background,19.748441,73.683575,Western Ghats Region,Background / Unspecified,,,,,,
37363,0,Background,10.722778,75.955094,Western Ghats Region,Background / Unspecified,,,,,,
37364,0,Background,12.337695,75.673181,Western Ghats Region,Background / Unspecified,,,,,,
37365,0,Background,11.531385,76.841486,Western Ghats Region,Background / Unspecified,,,,,,
37366,0,Background,19.729458,73.88497,Western Ghats Region,Background / Unspecified,,,,,,
37367,0,Background,16.141843,74.488857,Western Ghats Region,Background / Unspecified,,,,,,
37368,0,Background,19.660658,73.79244,Western Ghats Region,Background / Unspecified,,,,,,
37369,0,Background,16.104653,73.637246,Western Ghats Region,Background / Unspecified,,,,,,
37370,0,Background,16.018207,74.065258,Western Ghats Region,Background / Unspecified,,,,,,
37371,0,Background,10.017441,77.297499,Western Ghats Region,Background / Unspecified,,,,,,
37372,0,Background,17.459861,73.30276,Western Ghats Region,Background / Unspecified,,,,,,
37373,0,Background,13.748279,75.205905,Western Ghats Region,Background / Unspecified,,,,,,
37374,0,Background,12.557351,76.154037,Western Ghats Region,Background / Unspecified,,,,,,
37375,0,Background,13.100424,76.116691,Western Ghats Region,Background / Unspecified,,,,,,
37376,0,Background,18.358699,73.268645,Western Ghats Region,Background / Unspecified,,,,,,
37377,0,Background,8.888666,76.664275,Western Ghats Region,Background / Unspecified,,,,,,
37378,0,Background,11.442731,77.181975,Western Ghats Region,Background / Unspecified,,,,,,
37379,0,Background,14.849993,75.178693,Western Ghats Region,Background / Unspecified,,,,,,
37380,0,Background,9.800553,76.717481,Western Ghats Region,Background / Unspecified,,,,,,
37381,0,Background,14.616034,74.724189,Western Ghats Region,Background / Unspecified,,,,,,
37382,0,Background,12.033903,75.894725,Western Ghats Region,Background / Unspecified,,,,,,
37383,0,Background,9.593491,77.322193,Western Ghats Region,Background / Unspecified,,,,,,
37384,0,Background,12.054506,75.783102,Western Ghats Region,Background / Unspecified,,,,,,
37385,0,Background,15.435747,74.545445,Western Ghats Region,Background / Unspecified,,,,,,
37386,0,Background,13.848346,75.048794,Western Ghats Region,Background / Unspecified,,,,,,
37387,0,Background,12.745033,74.872387,Western Ghats Region,Background / Unspecified,,,,,,
37388,0,Background,9.291364,76.435034,Western Ghats Region,Background / Unspecified,,,,,,
37389,0,Background,15.199566,74.094003,Western Ghats Region,Background / Unspecified,,,,,,
37390,0,Background,13.84942,74.830131,Western Ghats Region,Background / Unspecified,,,,,,
37391,0,Background,18.306866,73.701592,Western Ghats Region,Background / Unspecified,,,,,,
37392,0,Background,12.086515,76.787232,Western Ghats Region,Background / Unspecified,,,,,,
37393,0,Background,13.466719,75.870811,Western Ghats Region,Background / Unspecified,,,,,,
37394,0,Background,15.12217,74.400055,Western Ghats Region,Background / Unspecified,,,,,,
37395,0,Background,11.94673,75.39727,Western Ghats Region,Background / Unspecified,,,,,,
37396,0,Background,14.552074,74.378576,Western Ghats Region,Background / Unspecified,,,,,,
37397,0,Background,14.709854,74.57476,Western Ghats Region,Background / Unspecified,,,,,,
37398,0,Background,17.47083,74.003489,Western Ghats Region,Background / Unspecified,,,,,,
37399,0,Background,10.949643,77.140387,Western Ghats Region,Background / Unspecified,,,,,,
37400,0,Background,10.159522,76.971011,Western Ghats Region,Background / Unspecified,,,,,,
37401,0,Background,13.426512,75.893814,Western Ghats Region,Background / Unspecified,,,,,,
37402,0,Background,10.673683,76.655496,Western Ghats Region,Background / Unspecified,,,,,,
37403,0,Background,16.501082,73.884276,Western Ghats Region,Background / Unspecified,,,,,,
37404,0,Background,18.241009,73.509506,Western Ghats Region,Background / Unspecified,,,,,,
37405,0,Background,14.645861,75.003001,Western Ghats Region,Background / Unspecified,,,,,,
37406,0,Background,11.045082,77.420598,Western Ghats Region,Background / Unspecified,,,,,,
37407,0,Background,13.965056,75.516212,Western Ghats Region,Background / Unspecified,,,,,,
37408,0,Background,18.505029,73.697747,Western Ghats Region,Background / Unspecified,,,,,,
37409,0,Background,9.683672,76.834094,Western Ghats Region,Background / Unspecified,,,,,,
37410,0,Background,15.435353,74.484304,Western Ghats Region,Background / Unspecified,,,,,,
37411,0,Background,11.966058,76.390628,Western Ghats Region,Background / Unspecified,,,,,,
37412,0,Background,14.576263,75.27736,Western Ghats Region,Background / Unspecified,,,,,,
37413,0,Background,14.496751,74.626081,Western Ghats Region,Background / Unspecified,,,,,,
37414,0,Background,14.489842,75.406736,Western Ghats Region,Background / Unspecified,,,,,,
37415,0,Background,11.692339,75.748526,Western Ghats Region,Background / Unspecified,,,,,,
37416,0,Background,10.095996,77.917732,Western Ghats Region,Background / Unspecified,,,,,,
37417,0,Background,10.421246,77.448637,Western Ghats Region,Background / Unspecified,,,,,,
37418,0,Background,17.479359,73.691395,Western Ghats Region,Background / Unspecified,,,,,,
37419,0,Background,11.159894,76.69897,Western Ghats Region,Background / Unspecified,,,,,,
37420,0,Background,14.727833,74.530307,Western Ghats Region,Background / Unspecified,,,,,,
37421,0,Background,12.329206,76.366715,Western Ghats Region,Background / Unspecified,,,,,,
37422,0,Background,13.755392,75.161575,Western Ghats Region,Background / Unspecified,,,,,,
37423,0,Background,14.174476,74.692662,Western Ghats Region,Background / Unspecified,,,,,,
37424,0,Background,9.263701,77.312676,Western Ghats Region,Background / Unspecified,,,,,,
37425,0,Background,15.295495,74.518914,Western Ghats Region,Background / Unspecified,,,,,,
37426,0,Background,13.701681,75.424267,Western Ghats Region,Background / Unspecified,,,,,,
37427,0,Background,13.39007,75.026292,Western Ghats Region,Background / Unspecified,,,,,,
37428,0,Background,13.54273,75.812347,Western Ghats Region,Background / Unspecified,,,,,,
37429,0,Background,11.50406,76.741313,Western Ghats Region,Background / Unspecified,,,,,,
37430,0,Background,12.781031,74.950109,Western Ghats Region,Background / Unspecified,,,,,,
37431,0,Background,15.885615,74.496948,Western Ghats Region,Background / Unspecified,,,,,,
37432,0,Background,11.513585,76.451313,Western Ghats Region,Background / Unspecified,,,,,,
37433,0,Background,10.761583,76.872982,Western Ghats Region,Background / Unspecified,,,,,,
37434,0,Background,8.874658,77.452545,Western Ghats Region,Background / Unspecified,,,,,,
37435,0,Background,9.593457,77.105886,Western Ghats Region,Background / Unspecified,,,,,,
37436,0,Background,11.653263,76.053334,Western Ghats Region,Background / Unspecified,,,,,,
37437,0,Background,15.541527,74.819082,Western Ghats Region,Background / Unspecified,,,,,,
37438,0,Background,18.212149,73.869533,Western Ghats Region,Background / Unspecified,,,,,,
37439,0,Background,14.002259,75.304259,Western Ghats Region,Background / Unspecified,,,,,,
37440,0,Background,12.635477,74.986978,Western Ghats Region,Background / Unspecified,,,,,,
37441,0,Background,10.031831,76.401155,Western Ghats Region,Background / Unspecified,,,,,,
37442,0,Background,17.356017,74.157145,Western Ghats Region,Background / Unspecified,,,,,,
37443,0,Background,16.32926,74.189765,Western Ghats Region,Background / Unspecified,,,,,,
37444,0,Background,11.132645,76.426871,Western Ghats Region,Background / Unspecified,,,,,,
37445,0,Background,9.861527,77.846798,Western Ghats Region,Background / Unspecified,,,,,,
37446,0,Background,18.108638,73.114616,Western Ghats Region,Background / Unspecified,,,,,,
37447,0,Background,13.188546,75.685992,Western Ghats Region,Background / Unspecified,,,,,,
37448,0,Background,15.402314,74.776676,Western Ghats Region,Background / Unspecified,,,,,,
37449,0,Background,18.361483,74.090407,Western Ghats Region,Background / Unspecified,,,,,,
37450,0,Background,9.679104,77.306516,Western Ghats Region,Background / Unspecified,,,,,,
37451,0,Background,13.103504,75.12023,Western Ghats Region,Background / Unspecified,,,,,,
37452,0,Background,11.161326,76.868659,Western Ghats Region,Background / Unspecified,,,,,,
37453,0,Background,10.078425,76.914739,Western Ghats Region,Background / Unspecified,,,,,,
37454,0,Background,15.061273,74.766692,Western Ghats Region,Background / Unspecified,,,,,,
37455,0,Background,19.09677,74.0418,Western Ghats Region,Background / Unspecified,,,,,,
37456,0,Background,14.849344,74.414916,Western Ghats Region,Background / Unspecified,,,,,,
37457,0,Background,10.721042,77.078702,Western Ghats Region,Background / Unspecified,,,,,,
37458,0,Background,14.879691,74.235722,Western Ghats Region,Background / Unspecified,,,,,,
37459,0,Background,17.962237,73.055059,Western Ghats Region,Background / Unspecified,,,,,,
37460,0,Background,9.407871,77.120195,Western Ghats Region,Background / Unspecified,,,,,,
37461,0,Background,9.444542,77.097108,Western Ghats Region,Background / Unspecified,,,,,,
37462,0,Background,18.863895,73.103118,Western Ghats Region,Background / Unspecified,,,,,,
37463,0,Background,17.112598,73.87234,Western Ghats Region,Background / Unspecified,,,,,,
37464,0,Background,14.057599,74.778584,Western Ghats Region,Background / Unspecified,,,,,,
37465,0,Background,12.467505,75.895046,Western Ghats Region,Background / Unspecified,,,,,,
37466,0,Background,9.830004,77.759023,Western Ghats Region,Background / Unspecified,,,,,,
37467,0,Background,10.661055,76.709615,Western Ghats Region,Background / Unspecified,,,,,,
37468,0,Background,11.806935,75.732562,Western Ghats Region,Background / Unspecified,,,,,,
37469,0,Background,13.971952,75.189703,Western Ghats Region,Background / Unspecified,,,,,,
37470,0,Background,14.153371,75.019863,Western Ghats Region,Background / Unspecified,,,,,,
37471,0,Background,12.649998,75.797136,Western Ghats Region,Background / Unspecified,,,,,,
37472,0,Background,14.568704,75.360415,Western Ghats Region,Background / Unspecified,,,,,,
37473,0,Background,11.612927,76.18977,Western Ghats Region,Background / Unspecified,,,,,,
37474,0,Background,15.276267,74.154389,Western Ghats Region,Background / Unspecified,,,,,,
37475,0,Background,10.127348,77.577855,Western Ghats Region,Background / Unspecified,,,,,,
37476,0,Background,17.454004,74.057046,Western Ghats Region,Background / Unspecified,,,,,,
37477,0,Background,9.264349,77.258612,Western Ghats Region,Background / Unspecified,,,,,,
37478,0,Background,9.232867,77.235786,Western Ghats Region,Background / Unspecified,,,,,,
37479,0,Background,14.403331,75.265024,Western Ghats Region,Background / Unspecified,,,,,,
37480,0,Background,14.948438,74.262574,Western Ghats Region,Background / Unspecified,,,,,,
37481,0,Background,10.124083,77.656757,Western Ghats Region,Background / Unspecified,,,,,,
37482,0,Background,8.335009,77.269093,Western Ghats Region,Background / Unspecified,,,,,,
37483,0,Background,12.422032,75.290563,Western Ghats Region,Background / Unspecified,,,,,,
37484,0,Background,11.230053,76.895512,Western Ghats Region,Background / Unspecified,,,,,,
37485,0,Background,12.347707,75.42024,Western Ghats Region,Background / Unspecified,,,,,,
37486,0,Background,18.517117,73.723169,Western Ghats Region,Background / Unspecified,,,,,,
37487,0,Background,8.763963,77.52012,Western Ghats Region,Background / Unspecified,,,,,,
37488,0,Background,13.099391,76.152363,Western Ghats Region,Background / Unspecified,,,,,,
37489,0,Background,10.534651,76.832503,Western Ghats Region,Background / Unspecified,,,,,,
37490,0,Background,16.235535,74.702805,Western Ghats Region,Background / Unspecified,,,,,,
37491,0,Background,12.127846,75.659105,Western Ghats Region,Background / Unspecified,,,,,,
37492,0,Background,12.162222,76.70059,Western Ghats Region,Background / Unspecified,,,,,,
37493,0,Background,9.129733,76.818233,Western Ghats Region,Background / Unspecified,,,,,,
37494,0,Background,17.494803,74.177915,Western Ghats Region,Background / Unspecified,,,,,,
37495,0,Background,13.954011,75.638378,Western Ghats Region,Background / Unspecified,,,,,,
37496,0,Background,8.628464,77.129461,Western Ghats Region,Background / Unspecified,,,,,,
37497,0,Background,14.083385,75.755277,Western Ghats Region,Background / Unspecified,,,,,,
37498,0,Background,17.210071,73.613821,Western Ghats Region,Background / Unspecified,,,,,,
37499,0,Background,14.635626,74.496087,Western Ghats Region,Background / Unspecified,,,,,,
37500,0,Background,10.633138,76.892877,Western Ghats Region,Background / Unspecified,,,,,,
37501,0,Background,9.286056,76.524426,Western Ghats Region,Background / Unspecified,,,,,,
37502,0,Background,9.416308,76.818111,Western Ghats Region,Background / Unspecified,,,,,,
37503,0,Background,14.877709,74.429071,Western Ghats Region,Background / Unspecified,,,,,,
37504,0,Background,16.616892,73.398356,Western Ghats Region,Background / Unspecified,,,,,,
37505,0,Background,11.042088,76.715153,Western Ghats Region,Background / Unspecified,,,,,,
37506,0,Background,10.386809,77.787397,Western Ghats Region,Background / Unspecified,,,,,,
37507,0,Background,13.812766,75.491419,Western Ghats Region,Background / Unspecified,,,,,,
37508,0,Background,8.92834,77.334133,Western Ghats Region,Background / Unspecified,,,,,,
37509,0,Background,14.852198,75.014619,Western Ghats Region,Background / Unspecified,,,,,,
37510,0,Background,8.634402,77.201467,Western Ghats Region,Background / Unspecified,,,,,,
37511,0,Background,10.089541,76.804743,Western Ghats Region,Background / Unspecified,,,,,,
37512,0,Background,15.062947,74.667268,Western Ghats Region,Background / Unspecified,,,,,,
37513,0,Background,19.063642,73.851104,Western Ghats Region,Background / Unspecified,,,,,,
37514,0,Background,17.723612,73.827415,Western Ghats Region,Background / Unspecified,,,,,,
37515,0,Background,12.256107,75.128444,Western Ghats Region,Background / Unspecified,,,,,,
37516,0,Background,10.234427,76.461716,Western Ghats Region,Background / Unspecified,,,,,,
37517,0,Background,14.37799,74.944079,Western Ghats Region,Background / Unspecified,,,,,,
37518,0,Background,10.305853,77.149724,Western Ghats Region,Background / Unspecified,,,,,,
37519,0,Background,16.008446,73.855245,Western Ghats Region,Background / Unspecified,,,,,,
37520,0,Background,10.593073,77.100492,Western Ghats Region,Background / Unspecified,,,,,,
37521,0,Background,13.842743,74.890924,Western Ghats Region,Background / Unspecified,,,,,,
37522,0,Background,14.609351,75.017594,Western Ghats Region,Background / Unspecified,,,,,,
37523,0,Background,15.956432,73.739991,Western Ghats Region,Background / Unspecified,,,,,,
37524,0,Background,12.6425,75.554503,Western Ghats Region,Background / Unspecified,,,,,,
37525,0,Background,8.933731,77.363775,Western Ghats Region,Background / Unspecified,,,,,,
37526,0,Background,13.626322,74.953046,Western Ghats Region,Background / Unspecified,,,,,,
37527,0,Background,9.386902,77.319223,Western Ghats Region,Background / Unspecified,,,,,,
37528,0,Background,15.156384,74.691709,Western Ghats Region,Background / Unspecified,,,,,,
37529,0,Background,11.566539,75.702071,Western Ghats Region,Background / Unspecified,,,,,,
37530,0,Background,12.379183,76.196839,Western Ghats Region,Background / Unspecified,,,,,,
37531,0,Background,14.996994,74.18757,Western Ghats Region,Background / Unspecified,,,,,,
37532,0,Background,13.910022,74.992009,Western Ghats Region,Background / Unspecified,,,,,,
37533,0,Background,19.261098,73.730495,Western Ghats Region,Background / Unspecified,,,,,,
37534,0,Background,17.767286,73.244039,Western Ghats Region,Background / Unspecified,,,,,,
37535,0,Background,11.784341,76.521621,Western Ghats Region,Background / Unspecified,,,,,,
37536,0,Background,10.331267,77.259888,Western Ghats Region,Background / Unspecified,,,,,,
37537,0,Background,19.406102,73.733009,Western Ghats Region,Background / Unspecified,,,,,,
37538,0,Background,19.697864,73.815173,Western Ghats Region,Background / Unspecified,,,,,,
37539,0,Background,12.728941,75.99967,Western Ghats Region,Background / Unspecified,,,,,,
37540,0,Background,19.014785,73.210456,Western Ghats Region,Background / Unspecified,,,,,,
37541,0,Background,18.462393,73.446938,Western Ghats Region,Background / Unspecified,,,,,,
37542,0,Background,11.319578,77.084683,Western Ghats Region,Background / Unspecified,,,,,,
37543,0,Background,10.934701,77.618489,Western Ghats Region,Background / Unspecified,,,,,,
37544,0,Background,14.792121,75.154605,Western Ghats Region,Background / Unspecified,,,,,,
37545,0,Background,18.098554,73.585684,Western Ghats Region,Background / Unspecified,,,,,,
37546,0,Background,9.595106,77.539884,Western Ghats Region,Background / Unspecified,,,,,,
37547,0,Background,10.438211,77.580918,Western Ghats Region,Background / Unspecified,,,,,,
37548,0,Background,11.113545,75.984452,Western Ghats Region,Background / Unspecified,,,,,,
37549,0,Background,13.349942,75.341911,Western Ghats Region,Background / Unspecified,,,,,,
37550,0,Background,13.16781,75.665699,Western Ghats Region,Background / Unspecified,,,,,,
37551,0,Background,9.690927,76.457652,Western Ghats Region,Background / Unspecified,,,,,,
37552,0,Background,14.150319,75.56784,Western Ghats Region,Background / Unspecified,,,,,,
37553,0,Background,10.212247,76.318463,Western Ghats Region,Background / Unspecified,,,,,,
37554,0,Background,14.674091,74.983474,Western Ghats Region,Background / Unspecified,,,,,,
37555,0,Background,9.232542,76.616076,Western Ghats Region,Background / Unspecified,,,,,,
37556,0,Background,9.356876,77.600972,Western Ghats Region,Background / Unspecified,,,,,,
37557,0,Background,9.370353,77.355571,Western Ghats Region,Background / Unspecified,,,,,,
37558,0,Background,11.943025,76.40373,Western Ghats Region,Background / Unspecified,,,,,,
37559,0,Background,17.965673,73.295835,Western Ghats Region,Background / Unspecified,,,,,,
37560,0,Background,12.814173,74.900787,Western Ghats Region,Background / Unspecified,,,,,,
37561,0,Background,9.504302,76.4169,Western Ghats Region,Background / Unspecified,,,,,,
37562,0,Background,9.723882,77.333645,Western Ghats Region,Background / Unspecified,,,,,,
37563,0,Background,11.418986,76.409697,Western Ghats Region,Background / Unspecified,,,,,,
37564,0,Background,9.902666,77.508037,Western Ghats Region,Background / Unspecified,,,,,,
37565,0,Background,10.899114,76.66998,Western Ghats Region,Background / Unspecified,,,,,,
37566,0,Background,17.175585,74.170149,Western Ghats Region,Background / Unspecified,,,,,,
37567,0,Background,16.498396,74.187376,Western Ghats Region,Background / Unspecified,,,,,,
37568,0,Background,12.44463,75.760829,Western Ghats Region,Background / Unspecified,,,,,,
37569,0,Background,13.683029,74.698549,Western Ghats Region,Background / Unspecified,,,,,,
37570,0,Background,15.120899,74.111906,Western Ghats Region,Background / Unspecified,,,,,,
37571,0,Background,11.808311,76.233339,Western Ghats Region,Background / Unspecified,,,,,,
37572,0,Background,16.203232,73.843223,Western Ghats Region,Background / Unspecified,,,,,,
37573,0,Background,12.977788,75.232116,Western Ghats Region,Background / Unspecified,,,,,,
37574,0,Background,8.594485,77.206105,Western Ghats Region,Background / Unspecified,,,,,,
37575,0,Background,14.430722,75.392507,Western Ghats Region,Background / Unspecified,,,,,,
37576,0,Background,9.159918,77.01536,Western Ghats Region,Background / Unspecified,,,,,,
37577,0,Background,11.915631,76.116514,Western Ghats Region,Background / Unspecified,,,,,,
37578,0,Background,8.840426,77.594739,Western Ghats Region,Background / Unspecified,,,,,,
37579,0,Background,10.59562,77.413319,Western Ghats Region,Background / Unspecified,,,,,,
37580,0,Background,9.972506,76.794719,Western Ghats Region,Background / Unspecified,,,,,,
37581,0,Background,11.262256,76.074902,Western Ghats Region,Background / Unspecified,,,,,,
37582,0,Background,15.209257,74.364941,Western Ghats Region,Background / Unspecified,,,,,,
37583,0,Background,18.127128,73.808535,Western Ghats Region,Background / Unspecified,,,,,,
37584,0,Background,10.133457,77.780639,Western Ghats Region,Background / Unspecified,,,,,,
37585,0,Background,17.872951,73.934704,Western Ghats Region,Background / Unspecified,,,,,,
37586,0,Background,17.272957,73.307538,Western Ghats Region,Background / Unspecified,,,,,,
37587,0,Background,15.312832,74.664748,Western Ghats Region,Background / Unspecified,,,,,,
37588,0,Background,9.999791,77.346227,Western Ghats Region,Background / Unspecified,,,,,,
37589,0,Background,11.441375,76.999592,Western Ghats Region,Background / Unspecified,,,,,,
37590,0,Background,18.918087,73.565071,Western Ghats Region,Background / Unspecified,,,,,,
37591,0,Background,10.498279,77.603723,Western Ghats Region,Background / Unspecified,,,,,,
37592,0,Background,11.782698,76.241541,Western Ghats Region,Background / Unspecified,,,,,,
37593,0,Background,18.939552,73.555971,Western Ghats Region,Background / Unspecified,,,,,,
37594,0,Background,16.701094,74.198875,Western Ghats Region,Background / Unspecified,,,,,,
37595,0,Background,16.149798,74.475965,Western Ghats Region,Background / Unspecified,,,,,,
37596,0,Background,19.158528,74.053841,Western Ghats Region,Background / Unspecified,,,,,,
37597,0,Background,16.671782,73.994429,Western Ghats Region,Background / Unspecified,,,,,,
37598,0,Background,10.251336,76.153272,Western Ghats Region,Background / Unspecified,,,,,,
37599,0,Background,15.564399,74.477599,Western Ghats Region,Background / Unspecified,,,,,,
37600,0,Background,12.38751,76.19514,Western Ghats Region,Background / Unspecified,,,,,,
37601,0,Background,11.535814,76.874864,Western Ghats Region,Background / Unspecified,,,,,,
37602,0,Background,12.274815,75.135027,Western Ghats Region,Background / Unspecified,,,,,,
37603,0,Background,17.902165,73.833923,Western Ghats Region,Background / Unspecified,,,,,,
37604,0,Background,15.168907,74.907587,Western Ghats Region,Background / Unspecified,,,,,,
37605,0,Background,13.143875,75.959306,Western Ghats Region,Background / Unspecified,,,,,,
37606,0,Background,10.175171,76.736027,Western Ghats Region,Background / Unspecified,,,,,,
37607,0,Background,19.040743,73.906178,Western Ghats Region,Background / Unspecified,,,,,,
37608,0,Background,18.578891,73.04747,Western Ghats Region,Background / Unspecified,,,,,,
37609,0,Background,12.45066,76.136188,Western Ghats Region,Background / Unspecified,,,,,,
37610,0,Background,11.332672,76.613078,Western Ghats Region,Background / Unspecified,,,,,,
37611,0,Background,12.63763,76.171914,Western Ghats Region,Background / Unspecified,,,,,,
37612,0,Background,16.40491,73.559284,Western Ghats Region,Background / Unspecified,,,,,,
37613,0,Background,8.625624,77.565598,Western Ghats Region,Background / Unspecified,,,,,,
37614,0,Background,11.872126,76.167323,Western Ghats Region,Background / Unspecified,,,,,,
37615,0,Background,18.668695,73.373691,Western Ghats Region,Background / Unspecified,,,,,,
37616,0,Background,14.116537,75.059495,Western Ghats Region,Background / Unspecified,,,,,,
37617,0,Background,13.008335,76.14051,Western Ghats Region,Background / Unspecified,,,,,,
37618,0,Background,14.038625,75.249393,Western Ghats Region,Background / Unspecified,,,,,,
37619,0,Background,12.632591,75.298918,Western Ghats Region,Background / Unspecified,,,,,,
37620,0,Background,14.184288,75.590209,Western Ghats Region,Background / Unspecified,,,,,,
37621,0,Background,13.707099,75.783496,Western Ghats Region,Background / Unspecified,,,,,,
37622,0,Background,11.843647,76.523762,Western Ghats Region,Background / Unspecified,,,,,,
37623,0,Background,9.45451,77.630399,Western Ghats Region,Background / Unspecified,,,,,,
37624,0,Background,9.486853,76.524721,Western Ghats Region,Background / Unspecified,,,,,,
37625,0,Background,9.417475,76.756962,Western Ghats Region,Background / Unspecified,,,,,,
37626,0,Background,11.561627,76.552924,Western Ghats Region,Background / Unspecified,,,,,,
37627,0,Background,12.448791,76.422204,Western Ghats Region,Background / Unspecified,,,,,,
37628,0,Background,14.959078,75.191235,Western Ghats Region,Background / Unspecified,,,,,,
37629,0,Background,14.033521,75.614098,Western Ghats Region,Background / Unspecified,,,,,,
37630,0,Background,11.663483,76.195158,Western Ghats Region,Background / Unspecified,,,,,,
37631,0,Background,18.717884,73.838287,Western Ghats Region,Background / Unspecified,,,,,,
37632,0,Background,18.868658,73.735906,Western Ghats Region,Background / Unspecified,,,,,,
37633,0,Background,17.272184,73.765084,Western Ghats Region,Background / Unspecified,,,,,,
37634,0,Background,13.169899,75.548616,Western Ghats Region,Background / Unspecified,,,,,,
37635,0,Background,9.854308,76.632687,Western Ghats Region,Background / Unspecified,,,,,,
37636,0,Background,9.860249,77.335598,Western Ghats Region,Background / Unspecified,,,,,,
37637,0,Background,11.380995,75.966446,Western Ghats Region,Background / Unspecified,,,,,,
37638,0,Background,14.210017,75.553425,Western Ghats Region,Background / Unspecified,,,,,,
37639,0,Background,13.988789,75.346707,Western Ghats Region,Background / Unspecified,,,,,,
37640,0,Background,10.884314,76.657132,Western Ghats Region,Background / Unspecified,,,,,,
37641,0,Background,12.584401,75.207365,Western Ghats Region,Background / Unspecified,,,,,,
37642,0,Background,8.942729,77.744594,Western Ghats Region,Background / Unspecified,,,,,,
37643,0,Background,9.685378,77.345347,Western Ghats Region,Background / Unspecified,,,,,,
37644,0,Background,8.672888,77.590449,Western Ghats Region,Background / Unspecified,,,,,,
37645,0,Background,11.137827,77.382527,Western Ghats Region,Background / Unspecified,,,,,,
37646,0,Background,13.830961,75.5697,Western Ghats Region,Background / Unspecified,,,,,,
37647,0,Background,16.492238,74.458419,Western Ghats Region,Background / Unspecified,,,,,,
37648,0,Background,15.003563,74.240603,Western Ghats Region,Background / Unspecified,,,,,,
37649,0,Background,14.831658,75.161514,Western Ghats Region,Background / Unspecified,,,,,,
37650,0,Background,10.402174,76.760583,Western Ghats Region,Background / Unspecified,,,,,,
37651,0,Background,18.49144,74.091271,Western Ghats Region,Background / Unspecified,,,,,,
37652,0,Background,11.356449,77.011282,Western Ghats Region,Background / Unspecified,,,,,,
37653,0,Background,19.0743,73.389746,Western Ghats Region,Background / Unspecified,,,,,,
